name,comment,sentiment_type,polarity,subjectivity
Sky Cheung,am HongkongerI really miss movie much That time I watched movie theatres full people the crowd went crazy was screaming epic fights,Negative,0.05,0.45
JediAray,There never another movie the level hype Infinity WarEndgame Edit was wrong No Way Home me excited,Negative,-0.0625,0.825
Rayinthere,No movie ever given the experience movie gave Even no way home wasnt the edge my seat like movie just wanna experience this one time This was a feeling am GLAD have experience,Positive,0.5,1.0
Mxrvel,feels crazy think was 3 years ago memories tears cheers the whole experience something would pay everything experience again marvel made an impact my life growing with characters one the best things ever,Positive,0.20000000000000004,0.5333333333333333
Anonymous,Miss Hype,Negative,0.0,0.0
MoYnuL Islam,After years still got goosebumps,Neutral,0.0,0.0
Pratyush Acharya,wish could relive movie theatres,Positive,0.0,0.0
Carson DuBrucq,Tony Natasha saying Whatever takes hits different,Neutral,0.0,0.6
lalaxbo,Avengers Endgame really something special it epic We not see anything like again long time i loved everything connected the MCU What a Superhero masterpiece,Positive,0.2614285714285714,0.4742857142857142
Whatever,If youre watching trailer or January 2021 youre officially alive,Positive,0.1,0.4
FunVADER,This movie literally made cry let inform I watched many emotional movie scenes only few touch deeply This one among Love RDJ 3000,Positive,0.13333333333333333,0.5416666666666666
Wassim Zayat,The hype this movie truly once a lifetime experience,Positive,0.0,0.0
Levi0nalt1,Wish experience endgame the first time UPDATE Wish We can watch way home the first time,Positive,0.25,0.3333333333333333
Arthur,Bumped this randomly today Feels good reminiscing the time everyone hype af Endgame wasnt even huge Marvel fan around Infinity War even jumped the bandwagon Still one the best theater watches my life,Positive,0.4,0.575
T S Arun Sankar,Why I still tear watching masterpiece,Positive,0.0,0.0
JoyBox Trickster,When internet came unity enforce spoiling movie truly beautiful And was totally worth F the people got spoiled watching,Positive,0.575,0.55
Aaliyah (Ah-lee-yah),been 2 years i remember 2 years ago i watched movie the cinema people so excited,Positive,0.375,0.75
Hudson Russell,remember thinking watched what going happen Never expected anything like at end I would say one if the best part any movie all time,Positive,0.525,0.35
Kevin Sv,Wish could time travel 2019,Positive,0.0,0.0
Dane Jeciel Gomez,Its 2022 already I feel like movie came just yesterday 3,Positive,0.0,0.0
FZ SHOTS,Only Real fans Avengers watching 2022,Neutral,0.1,0.65
squid,The day theaters turned football stadiums,Neutral,0.0,0.0
Boin_,What legendary movie back 2019 Marvel gave us best,Positive,0.6666666666666666,0.43333333333333335
JefFer_PoRk ＰＬＡＹＳ,Its 15 march 2025 today Keeping record everytime revisit masterpiece,Positive,0.0,0.0
Imtiyaaz Ahmed,Thank marvel creating masterpiece movie covering past decade mcu giving satisfying conclusion broke hearts left a scar forever will never heal at same time gave us hope the future the mcu After movie the mcu changed forever it definitely NWH Endgame both experiences cannot made it a in a lifetime event,Positive,0.041666666666666664,0.3333333333333333
Abhinav Singh,Its 4 years still got goosebumps lets see we could see Avengers future,Neutral,0.0,0.125
Elliot Prem Art,The hype movie INSANE movie delivered always nice watch this trailer remember the times friends I talking this movie much But No Way Home may had hype of are really good movies,Positive,0.12499999999999999,0.7000000000000001
Dylan G,The hype the movie came will never matched ever Unbelievable experience,Negative,-0.25,1.0
Blackout MVs,The hype excitement this movie something will very rarely achieved,Positive,0.39,1.0
Beepu Avich,Watching trailer after two years Me It seems like thousand years ago,Positive,0.0,0.0
Akash Chhoker,We witness historic journey the avengers 2 years ago its good came back watch trailer,Positive,0.2333333333333333,0.20000000000000004
VaderMemes,Time passes quick remember heading theaters the hype unreal BOTH the theater rooms packed people endgame played BOTH theaters A long line long film Its still hard believe experience 2 years ago a masterpiece never gotten my fingertips like before,Positive,-0.014583333333333337,0.4604166666666667
Ankit Kushwah,It 2022 jan still trailer give goosebumps,Neutral,0.0,0.0
sankara rao bommana,Such movie we want forever really goose bumps,Positive,0.1,0.35
Tiktok update,2022 still miss avengers especially tony MARVEL ENTERTAINMENT THANK YOU FOR THE GREAT MOVIE OF ALL TIME also spider man nwh,Positive,0.4,0.875
Sunita Devi,Some people stop watching trailer this movie But us,Negative,0.0,0.0
Abhinav Bhateja,For True Marvel fans just movie an mix Emotion 11 years People happy MCU is Expanding Improving BUT SOME PEOPLE MOVE ON BUT NOT US NOT US,Positive,0.575,0.825
Samurai_Cl4N,Guys lets be grateful happened witnessed downfall thanos his army all wish could go back watch this for first time but Im grateful the memories have these movies thank Marvel,Positive,0.125,0.16666666666666666
Bully Maguire,Unfortunately couldnt join fight I still got moves No way Home,Negative,-0.5,1.0
Jason Cole,3 years laterthis still best trailer Ive watched,Positive,1.0,0.3
Chloe Cordero,watched endgame like 5 times without context havent watched understood of marvel movies watched i cried much 5 TIMES Now Im going watch that have watched the marvel movies wish luck huhu,Positive,0.2,0.2
ChildishCayde,20 years now Son dad are avengers,Neutral,0.0,0.0
Anirban Halder,This movie hype on another level,Neutral,0.0,0.0
Danny Kennedy,will never forget excited was watch movie,Negative,0.375,0.75
Nizar ELMESBAHY,Avengers Whatever takes Me It takes lot things,Neutral,0.0,0.0
Jessica Clark,still get same chills 3 years later,Neutral,0.0,0.0625
Chris Lewis,knew captain America tightened shield at moment was going be close death just knew even seeing movie awesome times historic event,Positive,0.5,0.5
William Horner,None us go back That hits different,Neutral,0.0,0.3
Genepool,The Cap worthy On left scene the two unforgettable moments cinema The theatre crowd just roaring Im trying hold my tears back It epic,Positive,0.24666666666666667,0.48
Kartik Sharma,People Why you keep watching trailer released an year ago Me Some people move but Not Us,Neutral,0.0,0.0
Ninbrine,3 years later this trailer still gives goosebumps,Neutral,0.0,0.0
Leg3ndYT,The hype this movie like none,Positive,0.0,0.0
Arjun S.,miss good times this movie the biggest hype the world,Positive,0.7,0.6000000000000001
Indian Atheist,You cant compare Endgame no way home Both legendary movies,Positive,1.0,1.0
Babyrani,Love Marvel 3000,Positive,0.5,0.6
George S,The Mcu one the reasons im happy be born the 21 century,Positive,0.8,1.0
Rio the Leader,Still goosebumps,Neutral,0.0,0.0
Myrddin Wyllt Emrys,remember watching movie Theatres my best friend I made x2 friends night the theatre went for drinks afterwards to day 4 us best friends,Positive,1.0,0.3
Mason C,This too good Im worried the future Marvels they do anything better this,Positive,0.39999999999999997,0.4083333333333334
thekidtrey,So late see movie theatre it still packed the brim The Audience still going crazy This movie was the pinnacle epic,Negative,-0.26666666666666666,0.6333333333333333
GIVE ME A GOOD NAME FOR MY GAMING CHANNEL,Im hoping an avengers return miss,Positive,0.0,0.0
Gdashfan13 GD,The worst part this movie that ends,Negative,-1.0,1.0
MKJ,still remember hype time trailer dropped There so many posts Instagram Tony stark shown the last scene that blowed on pages like crazy af,Neutral,-0.075,0.5166666666666667
Faraz Ramzan,Even 3 years still give chills,Neutral,0.0,0.0
Furkan,This movie so good I to watch a second time the cinema,Positive,0.35,0.30000000000000004
Diana Barnes,wish can wake to day released The hype movie got was really once a lifetime experience,Positive,0.2,0.2
The Avengers Fanatic,The Hype For This Was Like No Other Movie Ever Before,Positive,0.0625,0.375
Kirby,God seems like thousand years ago Me thinking this trailer December 2020,Positive,0.0,0.0
2Antony,wish could go back time experience movie the first time the build for 11 years since 8 was so worth We really live the best timeline,Positive,0.3372727272727273,0.24666666666666667
Mahamed Hassan,2019 omg cant wait endgame 2020 in endgame,Neutral,0.0,0.0
Shubhziee!,still remember theatre went crazy thanks Marvel making childhood amazing,Positive,0.06666666666666671,0.6666666666666666
nolimitstacko,always come back watch legendary trailer,Neutral,0.5,0.5
KW,ah yes remember watching in theaters is good movie its sad see is last avengers movie,Positive,0.06666666666666665,0.5555555555555556
vansh tibrewal,Whatever takes The line gives another level hype regreting not a Marvel fan this film release also wanted feel hype this movie released,Negative,0.0,0.0
奈—,End Game a awesome movie Still remember day,Positive,0.3,0.7
Carlos Herrera,Tonys Whatever takes hit different watching movie,Neutral,0.0,0.6
Brandon Salinas,Came pay respect historic masterpiece wish could relive this movie experience,Positive,0.0,0.0
best_gamer,Ahhh cant believe 2 years passed since Ive watched movie mean emotional thing say this is life everything changes day day Will never forget iron man,Positive,-0.15625,0.66875
rol ex,A moment silence the future generations didnt get experience one a lifetime hype theater experience,Neutral,0.0,0.125
Amber lynn,didnt think Tony gonna die,Negative,0.0,0.0
38_Shridhar Dhende,Still gets goosbums,Neutral,0.0,0.0
Bailey B.,The worst part well never get see ORIGINAL 6 avengers together,Negative,-0.3125,0.875
Naim Pasayev,Amazing,Positive,0.6000000000000001,0.9
Дия _ miii,still goosebumps,Neutral,0.0,0.0
Daris Phillips,gives chills day loved this movie,Positive,0.7,0.8
Roopnarine Deonarine,remember watching movie the theaters hearing everyone watching getting hyped wish could relive experience,Positive,0.0,0.0
Milzz,3 years later its still beautiful,Positive,0.425,0.5
Just Thinking,Part the journey the end Tony Stark,Neutral,-0.2,0.6
Aryan kaushik,The trailer is good am feeling nostalgic,Positive,0.09999999999999998,0.8
Football,The world changedand none us go back They werent wrong,Positive,-0.25,0.45
John Marlon Dee,gonna number 1 movie in near future no one surpass again real number 1,Negative,0.10000000000000002,0.275
Rishi Rocks,Still getting goosebumps watching trailer,Neutral,0.0,0.0
AGAMER94,The level this movie cant reached any movie even Marvels future ones,Positive,0.0,0.125
BEST free SEX dating site - 𝐃𝐀𝐓𝐗𝐗𝐗.𝐂𝐎𝐌,Its 2 years going 3 years And yet movie trailer still gives chills,Neutral,0.0,0.0
Raghav Sethi,Caution You get goosebumps this trailer,Neutral,0.0,0.0
Mr.LightzPlease,2019 World changed 2021 sacred timeline changed,Neutral,0.0,0.0
Aidan Kalombay,The things Id to watch for first time,Neutral,0.25,0.3333333333333333
Rayan Fysal Rahman,Even miss emotional damage watching Tony Stank sacrifice cant believe thought 2019 a bad year wasnt super great the movies came were phenomenal I MISS THE 2010s,Negative,0.1866666666666667,0.6466666666666667
Isiah_Ze_Gamer,At every page always another Chapter However you reach end a book The Story must come an End,Neutral,0.0,0.0
ExquisitorPeter,world changed yes has last 2 years since hype this movie,Positive,0.0,0.06666666666666667
Игровой Ютуб,get goosebumps I watch,Neutral,0.0,0.0
Sevi,Whatever takes forever iconic,Neutral,0.5,0.5
Gaming Op,Whatever takes gives goosebumps,Neutral,0.0,0.0
Dark Phoenix23,This movie made day came I so hype I saw it,Neutral,0.0,0.0
Solo Walker,The pain all suffered infinity war endgame one year just,Negative,0.0,0.0
Isaías Silva,Foi picamente pico,Neutral,0.0,0.0
Venkateswara Rao,3 years this masterpiece,Positive,0.0,0.0
Kaushal Shukla,cant believe has 2 years still feels like yesterday,Positive,0.0,0.0
CD 360 X,The trailer paved way the best movie all time,Positive,1.0,0.3
Jar Jar Binks,Can just take moment appreciate everything Russo brothers done the MCU Every movie theyve made been immense far,Positive,0.05,1.0
Connor Keener,got chills watching trailer Such great event this film,Positive,0.4,0.625
Naved Khan,When first saw end game trailer infinity war trailer when see now still get teary goosebumps,Negative,-0.07500000000000001,0.3666666666666667
Benunistaycovs,That time the whole superheroes come together LEGENDARY,Neutral,0.6,0.7
K2 Vlogs,Still got goosebumps so years,Neutral,0.0,0.0
Tom Aniston,2 freaking years I still cry watching Infinity Endgame trailer movie,Negative,0.0,0.0
Connor Shields,God seems like thousand years ago walked that movie theater,Positive,0.0,0.0
Mark Cloutier,One the best movie series time including all individual films This trailer still gives goodbumps Ive seen endgame 100 times still soo good was little upset knowing its over,Positive,0.378125,0.45
TheProDylanIsBack2022,miss hype movie This movie one Marvels best it payed 11 years the saga character arcs loved this movie beginning end,Positive,0.85,0.55
Bhagya taneja,wish can go past see masterpiece on cinema every body wants,Positive,-0.024999999999999994,0.175
Raghav Sahasrabudhe,Even almost 3 years still get chills,Neutral,0.0,0.0
Metilė,remember so exited movie thought do get everyone back Nat finally find love Tony get happy ever Thor marry Jane be happy Clint enjoy life family Bruce accept fact he hulk live Steve find love didnt think that Tony decide snap his fingers Steve will become old that Nat will decide go cliff jumping I mean way they did get they wanted Steve lived happily ever with Peggy Tony his family Nat well a way I did think is going be a way her come back I guess stuff just remain our imagination movie rollercoaster emotions I rewatch every month cry much I cried the first time I saw maybe even This movie honestly one the best movies the whole mcu,Positive,0.351403743315508,0.5424019607843137
Rayyan Momin,Doesnt feel like trailer 1 yers old,Negative,0.1,0.2
D00P!,Infinity war endgame such good time be alive,Positive,0.26666666666666666,0.5
Sisi Bubu,Im getting goosebumps even 3 years,Neutral,0.0,0.0
M.Bhuvaneshvar 9 B,have same hype i see movie 2019 miss u iron man,Negative,0.0,0.125
MetaZach,Just watched in 2022 that special feeling You know Im talking Marvel fans,Positive,0.35714285714285715,0.5714285714285714
Randy,Good old days we didnt to wear masks social distance watching friends other people cheering the would become mad,Positive,0.016666666666666653,0.44833333333333336
Rayyan Momin,One year since Tony Stark died Captain America hold hammer Avengers last assemble,Negative,-0.1,0.3333333333333333
Prema Venkatasubramanian,One word Goosebumps,Neutral,0.0,0.0
Joe King,cant get how good music in trailer in film,Negative,0.7,0.6000000000000001
10:Guna Sekhar,We need movies like at least every 10 years,Positive,-0.3,0.4
Ram Kishore,This trailer gives goosebumps always,Neutral,0.0,0.0
Oun,2022 people still watching trailer The hype this movie insane Shattered previous box office records multiple countries,Negative,-0.3888888888888889,0.3888888888888889
akhil elvin,3 years between 2019 2022 learned much,Neutral,0.2,0.2
Ruben Evander Lie,Couldnt stop thinking this Imagine mcu ends multiverse destroyed then the post credit scene see tony talking the soldier the military car and turns the mcu in time loop all along,Positive,-0.1,0.1
KellyTheMarvelNerd,When Thanos snapped damaged gauntlet When Tony snapped damaged heart,Negative,0.0,0.0
Galaxy Gamer,We have emotions this movie all old marvel movies,Positive,0.1,0.2
gumball,movie legendary miss hype so much the best marvel movie my opinion,Positive,0.7333333333333334,0.5
Shashwat Kesar,This trailer still gives goosebumps,Neutral,0.0,0.0
Khalid HSH,remember went three Days a Row Cinema watch Film every time had same Feelings experience be never replaced amazing Times,Negative,0.30000000000000004,0.5125
Leoncoolboy 123,are lucky experience masterpiece,Positive,0.3333333333333333,0.8333333333333334
NoSpeaking YT,99 people watch trailer already watched movie,Neutral,0.0,0.0
ẞ∆KA,Still gives goosebumps,Neutral,0.0,0.0
Elite Studios,Bro Thor looking storm breaker lightning looks dope asf sad wasnt the movie,Negative,-0.5,1.0
Brandon Moore,Avengers Endgame my number one favorite movie,Positive,0.5,1.0
Saksham Sharma,Hype this movie never end,Neutral,0.0,0.0
Status World,miss Tony stark He the half avengers,Negative,-0.18333333333333335,0.3833333333333333
alexangel,feel like Tony Captain America reuniting be tear jerker the movie,Positive,0.0,0.0
Adrita creates,Pls bring back eraI would anything experience this era,Positive,0.0,0.0
Emily Karina,Who else trying recover seeing movie BECAUSE AM Love 3000 Marvel great job,Positive,0.65,0.675
Ndabz,2 years later I still chills watching,Neutral,0.0,0.0
DaCousins!,These true avengers will always in heart just cant accept the new ones,Positive,0.24318181818181817,0.5522727272727272
Devismita D.,God 1 year waited this movie so painful man still I am stuck this movies trailer Love 3000 times dam u MCU,Positive,-0.09999999999999998,0.75
Gogo Skae,All years later still getting goosebumps,Neutral,0.0,0.0
Jarvis,Iron man lost u the proof Tony stark heart gave u a place everyones heart,Positive,-0.2,0.6
Pkmn Trainer Shadow,We need come time heist rewatch movie cinemas Whos with me,Neutral,0.0,0.0
Ancient Warrior,3 Years still cant recover fact i never see downy that suit,Neutral,0.0,0.0
Ameen Abdul Rasheed,remember watching trailer the insane trailer ive ever seen anyone remember the rumour thise days movie going be called AvengersAnnilation lol Whenever watch this trailer it is nostalgia coming,Neutral,-0.09999999999999998,0.85
ABDUL MALEK RAYHAN XENO,want old marvel Backkk,Positive,0.1,0.2
Krish Verma,A movie can never forgeted also sad its final,Positive,-0.25,1.0
Tunisian Vocabulary ..,This movie came on birthday,Neutral,0.0,0.0
Father Bean,Ill sit that theater three hours still watch all the post credit scenes WHATEVER IT TAKES,Negative,-0.5,1.0
Amber Yadav,literally lived all hype real time went watch movie theatres wasnt marvel fan had idea the true real glory this movie Now 3 years later AM Marvel fan oh god I would give be fan witness this again,Positive,0.1875,0.3125
Marcos Camacho,Goood 3 aos de este epico trailer,Neutral,0.0,0.0
YahyaShei,To after movie true MCU over just cant get to like other heroes they bringing,Positive,0.11249999999999999,0.5125
txtlvr,trailer still gives chills tbh,Neutral,0.0,0.0
Myothura Oo,Still Masterpiece,Positive,0.0,0.0
CrisDen,A thing isnt beautiful it lasts Vision,Negative,0.85,1.0
Sanjana,Still getting goosebumps this trailer Whatever takes Felt same theatre vibes SpidermanNo way home Cant get legend movies like,Positive,0.0,0.125
Sairaj Pai [Thanos],Avengers Whatever It Takes Eternals Yeah Whatever,Positive,0.0,0.0
The Film Watcher,The world changed None us go back All best sometimes best we can do to start This is the perfect allegory our current year 2022,Positive,0.6,0.4
Subham Choudhury,Its 2 years i still got goosebumps everytime,Neutral,0.0,0.0
Debopop Or hypersaiyan idc,Lets keep accurate all screamed Captain America screamed Avengers Assemble,Negative,0.4000000000000001,0.6333333333333334
Alyena Hoy,Fun isnt something one considers watching trailer 10 times row But Haha Does put a smile my face,Positive,0.26666666666666666,0.19999999999999998
Olle,Probably best movie Ill ever see lucky yall,Positive,0.27777777777777773,0.7111111111111111
Ravi Manhotra,really miss days I so hyped the movie,Negative,0.2,0.2
Ayush Pawar,Masterpieces stay Masterpieces even many centuries,Positive,0.5,0.5
Rogue Guardian,Thank marvel all amazing stories Dont know I without,Positive,0.6000000000000001,0.9
Spoony Rumble,3 4 people say whatever takes this trailer ones dieleave the MCUand the one did die Clint to sacrafice best friendWhatever takes indeed,Positive,1.0,0.3
Cassandra Ilagan,When heard the trailer Im excited watch Trailer miss experience,Positive,0.375,0.75
Aryan kaushik,Ooh God please reverse time I other people feel thing,Positive,-0.125,0.375
Parquito,Iron Man gosh seems like thousand years ago Me watching Iron Man 1 day ago,Positive,0.0,0.0
Joey Rose Huit,The one life time moments miss my whole existence the fact didnt watch on cinema Where the hell am 2019,Negative,0.2,0.4
Dhairya Patwa,Every moment watched in theatre was fire Epic Legendary Breathtaking,Positive,0.7000000000000001,0.7999999999999999
Impolitic FOod 9 ♤😜,The music still gives goosebumps,Neutral,0.0,0.0
Rajat Nandal,This trailer brought back everyday,Neutral,-0.1,0.3
Sayed Afredi,Marvel Studios Awesome,Positive,1.0,1.0
Hisyam Nct,Thanos Im Inevitable Stan Lee Dont Make Me Come Down There You Punk,Neutral,-0.07777777777777779,0.6444444444444445
Chirag Rabari,Its Not Just Movie Its Our Emotions Love From India,Positive,0.5,0.6
Alex Chan,This trailer a year ago doesnt feel like,Negative,0.0,0.0
The Robloxer,When realize you not the excitement watching movie the first time,Negative,0.25,0.3333333333333333
Dixjm,3 years later STILL get goosebumps also recommended 2022,Positive,0.0,0.0
Arjun Rane 😎,Avengers be always Top Chris Hemsworth THOR favourite avengers HERO,Positive,0.5,0.5
Jamil Amarti,This trailer gives all motivation need the whole world WHATEVER IT TAKES,Positive,0.2,0.4
Jireh Jacques,People were alive to young know never know hype this movie,Positive,0.1,0.4
NoSpeaking YT,Normal people watch trailer movie Legends after movie,Neutral,0.15,0.6499999999999999
Sai Jaswanth,Im still the goosebumps,Neutral,0.0,0.0
Athish Athish,Its 2022 guysAnd is still hype me So long,Neutral,-0.05,0.4
Pranav.M IX-B,still remember walking theatre infinity war brother hype Avengers 4 year gap infinity war and end game every YouTube is lot rumours this movie was once in a lifetime experience man missing days,Negative,-0.30000000000000004,0.225
Pratham Jadhav,m glad experienced movie theatres,Positive,0.65,0.95
Asif Kalim,No need mention date legends come everyday every month every year,Negative,-0.2,0.6
33 Omvardhan Mishra,Remember days we hyped for title,Neutral,0.0,0.0
scruffy makaveli,wanna watch movie the first time,Neutral,0.25,0.3333333333333333
marvin bell,This trailer still gives chills,Neutral,0.0,0.0
Ankith Mankunnu,Still goosebumps,Neutral,0.0,0.0
Demigod JB,Mann always feel emotional I thought watch movie When youve through Marvel all great actors their characters 10 years youre gonna cry Cap said most classic line last time,Positive,0.29333333333333333,0.42666666666666664
無題637694,This trailer made so hype theater even forgot movie I have watched,Neutral,0.0,0.0
Mr.CL,No worries guys spiderverse creating acceptable similar amount hype No Way Home be awesome,Positive,0.5,0.7
Dark SHADOW,remember watching trailer again and tell memorized lines Good times,Positive,0.7,0.6000000000000001
RagingCool,yo black widow tony the last say whatever takes It right but never even knew,Neutral,0.03968253968253968,0.3452380952380952
Sakhi Khan,It still give goosebumps 2022,Neutral,0.0,0.0
Mawile,Well been feels like thousand years since hype endgame infinity war feels strange come back them think 20 movies would lead probably one the best finales to movie franchisefor a while least was,Positive,0.16249999999999998,0.2125
Christian Blas,Cant believe this movie already 2 years ago still gives goosebumps whatever takes,Neutral,0.0,0.0
iTz Angel_YT,will forever remember appreciate memories have Avengers,Positive,0.0,0.0
xXxLegolas007xXx,Endgame infinity war made cinema history,Negative,0.0,0.0
