name,comment,sentiment_type,polarity,subjectivity
John Hanlon,That great man Your intro well articulated I felt really captured it,Positive,0.5,0.475
David Millican,Lex Buddy wish had patience optimism Keep your thing Buddy,Positive,0.0,0.0
Netizen,It pleases that guy lucky enough get interview the great Lex Fridman,Positive,0.37777777777777777,0.6944444444444445
Downtown,That fantastic listen incrementally last days Changed perception Mark Z Especially loved the Rudyard Kipling poem the end Bless Lex everything do Keep shining bright friend,Positive,0.525,0.6916666666666667
Rebbecca S. Helen,like content We need be reminded this portfoliorisk management time time we tend forget Due discipline weak,Negative,-0.25,0.5
Razorwind,love Rudyard Kipling quote the end My mother had poem hanging our childhood home far back I remember would recite often,Positive,0.19999999999999998,0.5333333333333333
Worneh Lansana,My view Mark slightly changed a positive way this interview The metaverse conversation very open insightful,Positive,0.020202020202020204,0.454040404040404
Nerd Immunity,Facebook could been platform free speech Imagine global daily shows experts different view points come together discuss argue They threw away just toe line,Positive,0.1,0.35
Dale Brindley,For people will actually the first time have seen Mark a free flowing conversation someone trust make genuine as possible Massive respect Lex Hes incredible humanAI,Positive,0.2785714285714286,0.661904761904762
jtm,really enjoyed great podcast,Positive,0.65,0.725
Shem Doupe,How exciting lex finally getting interview actual AI,Positive,0.09999999999999999,0.6333333333333334
Jeremy Burton,Amazing interview Lex always the forefront podcasting Keep up bro love,Positive,0.55,0.75
William Darko,What pod Started watching the day was released only finished today Didnt want watch second it passively Thank Lex the amazing content continue provide for free My words meaningless you love continue have my sub,Positive,0.16666666666666666,0.7166666666666667
Kateryna Voronkina,Beautiful intro Thank Mr Fridman,Positive,0.85,1.0
TheMikaMonster,2104 zuck says hes hydrofoiling lex looks camera says nice saw the video covering laugh a glass water BEST ROAST EVER,Positive,0.6333333333333333,0.46666666666666673
caveman lovesmoke,Legendary podcast Lex,Neutral,1.0,1.0
Superb Man,This like watching two advanced AIs simulate conversation each,Positive,0.4,0.6
Ty Crews,Its always nice see Data get gigs Star Trek,Positive,0.6,1.0
lyricessence,Brillianthilarious opening move Lex getting MZ do something Ive never seen do camera grin Its like first time saw Brent Spiner of character,Positive,0.25,0.3333333333333333
jjonny curiouss,TRULY ENJOYED THIS EPISODE IT FELT LIKE 5 MINUTES WAS AWESOME,Positive,0.75,0.85
Phil Smith,Best interview date Lex Saw journalistic teeth this one Less fawn zero reverence usual nice spicy keep up,Positive,0.29583333333333334,0.4041666666666667
mike wedgwood,Im proud you lex,Positive,0.8,1.0
"Tartuffe, the Spry",Lmfao him circle stop lights start the funniest thing Ive seen a,Positive,0.0,0.0
monkey monkey,Zucks advice Focus connections being objective focused Zucks actions Steals concept Facebook,Negative,0.0,0.1
CHRISTOPHER BUST,My name Christopher Bust living cologne germany Just wanted say thank because people like with good heart the ability express thoughts give hope I admire work hope words reach many people,Positive,0.6,0.55
Jonathan Barry,Great interview Lex You got new subscriber Mark actually human hahaha,Positive,0.2840909090909091,0.42613636363636365
Bryan Harris,Lex Wonderful conversation Mark find conversations whomever speak love truth seaker nature resonates deeply my never bothered form finite opinion Mark As tend to anyone believe thats not right But created a beautifuly intimate encounter this podcast I feel intuitively overall Mark going things good intent As Lex Keep seeking truth you so eloquently I love all my heart you you inspire to a better man every time I watch one your podcasts I thank you for from the bottom of my heart and soul truly,Positive,0.3619047619047619,0.5373015873015873
Frank Martorell,hey man words really touched heart love podcast,Positive,0.35,0.4
Stevie Sells,Great convo Fun hear back forth some really tricky subjects Awesome job Lex,Positive,0.45999999999999996,0.43
Nick Vullings,Very powerful statement the start Lex thanks this,Positive,0.29500000000000004,0.6
93palm,Knowing Lex Fridman built Mark 20 years ago his mothers basement seemingly hasnt kept with as AI gone to make huge name itself tech really makes whole conversation come full circle,Positive,0.2875,0.5125
Delbert Winters,Damn Lex giving long forum podcast guest have preconceived notions listen their perspective and point view life ultimately forcing me change initial outlook said person youre interviewing,Negative,-0.016666666666666666,0.4666666666666666
Sykotic Productions,love Lex leads a capcha asks know we arent a memory replay the metaverse the futureLOL perfect opening,Positive,0.75,0.8
Staggolee,Oh nice good get didnt even know interview existed til Interested how plays Ive always wanted see its like load Windows 31 95 onto same computer,Positive,0.38749999999999996,0.55625
Zam Kam,1002 The Metaverse mission nutshell be able keep this illusion a world that you are fully present in this world,Neutral,0.25,0.3125
Lazarus Basilio,couldnt imagine within arms reach this menace society Judge by actions his endlessly rehearsed demeanor the spotlight,Negative,-0.125,0.75
Kev Alan,Love Lex I cant imagine more awkward pair people advocate the importance eye contact,Positive,0.13333333333333333,0.7000000000000001
Jon Snow,Thanks doing you Lex,Positive,0.2,0.2
Darkwind2805,Lex just wanted say I move forward watching actual interview opening speech beautiful Your mission inspiring I wish all best,Positive,0.5875,0.6
Johnny Simon Rock,Im glad be alive have chance listen this guy talking He in hard position Cant imagine the BS might deal,Positive,0.10277777777777776,0.6472222222222221
Mike Asterios,The fact Mark agreed come signifies my mind Facebook actually taking heavy damage negative rep trying look good Having said this work that put light just difficult problems they facing are to solve IF course Mark genuine his aspirations,Negative,0.07142857142857142,0.5428571428571428
Rouge Omen,My views crumbled pride bruised optimism rekindled Thank for revealing humanity behind names,Positive,-0.4,0.7
Sam U. Rai,ep like those 2 AI robots started talking each developed own language decided humanity eliminated had to be shut,Positive,0.35,0.65
Alexander Leon,MZ might be ghastly I originally thought Hes articulate well intentioned his defence social media I would hope far larger picture effects humanity scrutinised far greater depth his companies,Positive,0.18472222222222223,0.6361111111111111
Gibchange,absolutely want join cause lex We spirit animals,Positive,0.2,0.9
Lazy SKB,12749 almost me cry Lex are good hearted intelligent person your answer how deal this head facebook 100 benevolent not chained corporations dare say new world order Obviously Mark didnt say word this He operating achieve a different goal,Positive,0.32727272727272727,0.610909090909091
Nora,kinda wish Lex held Mark bit accountable answering question I guess more confronting especially discussing social dilemma imo very real problems come social media use Also Im wondering would Mark allow kids theyre older use social media way is today,Negative,0.14666666666666667,0.34619047619047627
egobeaver,For Zuck have something metaverse needs make the experience feel like putting pair glasses seamlessly entering a new landscape,Positive,0.11818181818181818,0.2772727272727273
Nadir Rimouche,Lex managed humanize Zuckerberg my eyes first time maybe just Ive never heard speak such long period time unscripted openly maybe the AI just getting really good,Positive,0.18,0.4666666666666667
James McGraw,Still glad left FB awhile back Also often intrigued well companies managed make people feel NEED be platforms like not even option these days My inquiries people usually never find substantial valuethey admit they are kind wasting consuming time these networks,Positive,0.24500000000000002,0.43
RighteousBrother,Im stunned even happening Great going Lex success is massively deserved Youre force good this world,Positive,0.45,0.5875
Emmanuel Oluga,Greatest ending this talk podcast ever Creation the Absolute,Positive,0.6,0.95
,Beautiful monologue Thank everything have done for the good the world,Positive,0.7749999999999999,0.8
jake thompson,am still the fence Zuck So love Im excited a guy I didnt even know existed yesterday Lexnice meet youbad ass,Positive,0.4375,0.675
404T2K,Interesting approach give Mark non grilling debate method speech Id press way about past though truly appreciate much has evolved a human,Positive,0.1125,0.2625
Peter Whyte-Venables,Youre good man Lex,Positive,0.7,0.6000000000000001
Voice of North Korea by Yeonmi Park,Thank for everything do the world Lex,Positive,0.0,0.0
Theresa Lili,love Lex For your wonderful insight caring If ever get Wisconsin would great meet You and your familyfriends remain my prayers Thank for you all us appreciate you,Positive,0.7666666666666666,0.7833333333333333
Omar Angulo,Amazing interview loved questions Mark Zuckerberg a genius Im impressed his understanding life human emotions,Positive,0.575,0.7000000000000001
P.S,Good luck god bless Your words so powerful deep You my inspiration hero,Positive,0.3333333333333333,0.6666666666666666
ZEO 34,listen Doing It Stealthy Im experiencing existential dread It makes worse I cant stop,Negative,-0.4,0.6
Brotherbeam,Unless Im mistaken dont know doesnt freak out Was answer Zuckerberg gave the least amount time when was asked when answered life a deadline freak out Part me finds unique mention,Negative,0.037500000000000006,0.7
The Crypto Krew,Lex you circle the traffic lights please Instant classic,Positive,0.08333333333333333,0.41666666666666663
Don T. Panic,The first question broke You asked how close is creating intimacy chemistry the metaverse Him Intimacy chemistry So crazy brilliant exposing circuitry like,Positive,0.18333333333333335,0.7444444444444445
manonthedollar,What AI trains your activity the metaverse when die IRL keeps going the metaverse,Negative,0.0,0.0
Ravindu,One the greatest introductions Ive seen,Positive,1.0,1.0
American Citizen,just cant see Metaverse going mainstream Sure will an appeal hightech people gamers But dont see average person using I wish Mark would focus helping solve of more immediate serious problems facing world His company so much power that power be put good use,Positive,0.23611111111111108,0.5425925925925926
John Owen,We need fight reality rage the machine time runs,Negative,0.0,0.0
Zachary Whitney,So fascinating watch Zuckerberg speak the importance reading facial cues simultaneously producing none whatsoever,Positive,0.35,0.42500000000000004
Synthia,deleted Facebook couple months ago realize watching irony the fact while sucked Facebook never would had the time the attention watch interview its founder am finding fascinating liking more,Positive,0.6,0.675
lorvincent,This the first time Ive seen two robots administer Turing Test each Groundbreaking,Neutral,0.25,0.3333333333333333
d3g3n3r4t3,Thank making robot is Mark Zuckerberg human for me XD,Positive,0.0,0.1
Dennis Gerrits,That bot security check me tears,Positive,0.0,0.0
Paul Burket,thought principle objective metaverse creating place people choose the image their identity Aka look they feel Day 1 designer clothes a thing This gonna bad Discrimination going meta,Negative,-0.3499999999999999,0.3833333333333333
Chubbi Hubbi,Pre contact discussions like really provide insight our potential,Positive,0.1,0.6
P Jordan,find odd they go entire interview without recognizing they the religion If were Jehovas Witness two scientologists two mormons think some point theyd bring up,Negative,-0.08333333333333333,0.4375
uisato,have admit I wasnt 999 sure the existence humanity gentlemans soul Fortunately this conversation got pretty close that number Way go Lex Your craft keeps getting better better,Positive,0.43,0.7177777777777777
Optimistic Determinist,Zuckerbergs vision the future sounds like dystopian hell,Negative,0.0,0.125
Androw Aydie,The real world suddenly seems peaceful enjoyable vanilla listening his dystopian perspective technology its intricacies Humans,Positive,0.2375,0.475
Random 1,That intro the interview hilarious,Positive,0.5,1.0
darkswordsmith,The beginning monologue Lex characteristically thoughtful Next Lex Speaker the Dead,Negative,0.06666666666666667,0.3
Juan otamendi,Hey lex want say thank this interview It truly made look mark different eyes can see would government would try make look like bad guy Cuz hes part the government Everything says makes lot sense everything everybody else said Like was evil person for no reason He just said why would anybody that type stuff Unless youre f,Negative,-0.5666666666666665,0.7555555555555555
Skynet,This interview so much better anything youd ever get mainstream media Amazing work Lex,Positive,0.55,0.7
Mutlaq,As professional lizard expert can say due the awkwardness his answer can clearly tell he indeed a lizard Max Styne,Positive,0.02500000000000001,0.2861111111111111
Vicevilla,Now mark looks real itll no time we get photorealistic vr,Negative,0.2,0.30000000000000004
OoainauT,really enjoyed interview,Positive,0.5,0.7
Alex Badea,That introduction the trafic lights genious,Neutral,0.0,0.0
Worldly known🙏 [Easyworldweb] Telegram Platform,This so amazing earning platform no stress Now can relly my money work me home dont have work hard to receive token the month end nothing as awesome living luxury life without bill to worry thanks creating an amazing platform this critical situation the world,Positive,0.3513888888888889,0.7236111111111111
David Brown,Seriously am really happy see Lex been able create platform people Zuckerbergs position willing go Just amazing he deserves,Positive,0.5375000000000001,0.81875
Sebastian Brand,Killer interview Love channel,Neutral,0.5,0.6
Luis Soto,an intro lex Gave chills almost brought to tears,Negative,0.0,0.0
Shard,Even scarier if identity taken away the Metaverse that you cannot identify yourself whether be meeting while trying transfer money just trying call a loved one,Positive,0.7,0.8
,Well look that Mark might actually a human all,Positive,0.0,0.1
Worldly known🙏 [Easyworldweb] Telegram Platform,This so amazing earning platform no stress Now can relly my money work me home dont have work hard to receive token the month end nothing as awesome living luxury life without bill to worry thanks creating an amazing platform this critical situation the world,Positive,0.3513888888888889,0.7236111111111111
Arthur D'Aquino,This so funny watching ending our kind little little Terminator more movie was a prophecy,Positive,0.195,0.6799999999999999
mike wedgwood,The genuine delight Mark zuckerbergs face he circled traffic lights,Positive,0.4,0.5
JoshDoesMusic,Glad see finally got Marks sense humor of beta testing,Positive,0.25,1.0
Jordan Thomas,The meaning life to enjoy whilst making life enjoyable others In forms love laughing dancing cupping sister vile farts etc This what truly matters Feeding hungry sharing where truly feel happy within,Positive,0.55,0.675
Arthur,The part Mortality strangely one Marks humanity easier see guess got nice updates that topic recently,Positive,0.18333333333333332,0.4666666666666666
kurdi98k,Best intro ever a great podcast,Positive,0.9,0.525
B P Shogun,Great interview Lex BTW Apple already won metaverse industry their AR MA RD data privacyads iOS GameAppStore ecosystem Whatever META launches eventually live iOS because devs prioritize Just like Instagram iOS for first years By time META catches Zucks credibility need hyperrealistic avatars keep relevant,Positive,0.3965909090909091,0.6208333333333333
Loris Mitruti,Intro pure beauty inspiring full respect,Positive,0.3547619047619048,0.6833333333333332
Shoshi Levi,Dear Lex attitude simply disarming You manage bring the best your conversation partners focusing their positive points it very pleasant listen your interviews,Positive,0.5451515151515152,0.5506493506493506
Ruinp Thama Fuanrde ye Choi fa,Hes contributing than of us,Neutral,0.0,0.0
Buggy Vision,watched Italy just wanted compliment for giving the welcome feelig letting be free expressioni felt like was friend u on podcast u such great job this podcast congrats,Positive,0.5,0.7375
Alec Sorensen,Its really hard credit Zuckerberg caring people feel platform According whistle blowers people put report his desk said could rely less boosting outrage content would make less profits have change business model Apparently his response Never give me a report like again believe cares how people talk his platform how they actually feel using is clearly a priority,Positive,-0.07916666666666665,0.2513888888888889
InnerMoonMusic,first time seeing Mark an actual podcast,Neutral,0.125,0.21666666666666667
P,By end it almost seemed though mark needed conversation,Neutral,0.0,0.0
Wyatt Smith,Mark Zuckerberg do longform podcasts like this gave hope,Positive,0.0,0.0
vulkanosaure,Lex tries go depth a 2h interview a world tech leader People lolololol mark a robot,Neutral,-0.1,0.4
Team Speak,was actually way interesting initially thought I thought Zuck would go full cyborg push metaverse he brought more human version his software today,Positive,0.225,0.2916666666666667
zach little,100 percent honest didnt like mark from media articles slating fb etc he really a nice guy people mind also has great ideas vr metaverse will insane unfortunate wont be able afford anything do it poorlife well done mark sorry pre judgment top interview,Positive,0.125,0.846875
Jason Miller,Engineer product leader Dude hardwired,Neutral,0.0,0.0
my channel,Hell yeah great episode lex appreciate putting through,Positive,0.8,0.75
Umair Khan,need reinforcement learning algorithm Mark trained,Neutral,0.0,0.0
Autom713,Best question the show How would handle if were my position,Positive,1.0,0.3
s c,really enjoyed human conversation The Zuck thank Lex,Positive,0.25,0.39999999999999997
Dillip Thakur,feel disingenuous claim WhatsApp messages end end encrypted therefore 100 secure In 3 years time encryptions be cracked hours not minutes Businesses Governments pay top dollars dig peoples past What need an assurance Meta Mark never sell private messages,Positive,0.1625,0.43125
jimmy j,Its interesting see Mark this light relaxed talking art expression kids im curious this talk when you are the SKULL BONES secret society,Positive,0.1,0.7250000000000001
Francisco Oettinger,Mark might evil things certainly only ones doing evil things might well not even evil as they,Negative,-0.75,1.0
NixCM,He seems understand make us seem human yet unable manifest,Neutral,-0.25,0.3
Peter San Miguel,Hey Mark thanks giving us Biden The laughing stock the world,Positive,0.2,0.2
AsYou Wish,The BEST Zuckerberg Interview date Thank God Lex his ability show human side big tech These podcasts considered essential watching Thankyou keep going,Positive,0.25,0.2
Sweetness Soulshine,Omg Mark jazzed Playing dressup VRas serious topic Digital design economics Thanks Lex bringing back something worth identity safetyAnd policing content protecting personal data Yes flood metaverse Lex clones,Positive,0.02777777777777778,0.2111111111111111
Mohammed Daoudi,How Mark lags the deep questions priceless,Negative,0.5,0.7
Damian Davis,viral wave cynicism fuel fire ofoptimism gets right the interview doesnt interrupt zuckerberg amazing intelligent human a blessing have exist the time us,Neutral,0.4214285714285715,0.6089285714285715
you said,11200 Mark states something like We fight bullying giving people tools fight We made so can turn comments stop hearing someone a little without signaling you werent following,Negative,-0.09375,0.3
Joshua Radloff,Dang Lex dont hold back all some these questions,Neutral,0.0,0.0
Downstairs Livingroom,This surprisingly interesting Zuckerberg came surprisingly well It feels like was rushed towards end wish would lasted longer Ill hoping a part 2 things get go deeper,Positive,0.2333333333333333,0.6666666666666666
David Shamiri,545 Ive never seen Mark actually smile,Positive,0.3,0.1
roy okimoto,Damn Robot built the CIA Zuckerberg conversation a Robot built the KGB Lex Fridman What a moment history,Negative,0.0,0.0
Feston Gervalla,5914 whole time smirking trying hold laugh you were asking why is hated you finally found opportunity let out lmao get out your system Lex,Positive,0.039999999999999994,0.64
F OS,wwwwwwwwwwwwow man kudos getting Mark the show Amazing,Positive,0.6000000000000001,0.9
Tyrel Johnson,There some gems this Mark underrated heMeta a burden most companies dont share Its easy throw stones think media companies WAY to blame division a social media platform Facebook a place individual people like own mini media company Facebook isnt media company,Negative,0.31333333333333335,0.56
Ash Shawon,5448 Way go Mark Dodged straightforward question turned into political thing Lex literally took deep breath he realized he gonna answer,Neutral,0.125,0.2916666666666667
mass,Very impressive like seeing Mark like,Positive,1.0,1.0
DHR,hope Mark attempts difficult task drinking water this podcast,Positive,-0.5,1.0
álvaro marques,good podcast really like i love mark zuckerbeg my inspiration,Positive,0.4666666666666666,0.4666666666666666
Tobias,enjoyed Marks response being hated most Americans Initially reaction I dont care then expands specify difference haters critics the value critics,Negative,0.024999999999999994,0.475
Jade Freeman,one thing have say Mark not create WhatsApp based open source XMPP is still free everyone bought company it a serous open source decentralized alternative needed get rid,Positive,0.13333333333333333,0.6
qb183,Probably good interview love your stuff Lex just couldnt take than 2 minutes his personality whatever is nauseating,Positive,0.6,0.6000000000000001
Just a Swede,think Lex it well Thank Lex your content dont like Mark people like For it seem like wanna rule world Have controll it Know everything everyone,Positive,0.0,0.0
Dos Kos,Thanks Lex doing longform interview is important public figures like Mark Zuckerberg Elon Musk explain because mainstream media short interview wouldnt enough,Positive,0.12000000000000002,0.4133333333333333
Prabhat Mishra,Lex looks like interrogative officer trying get something of Mark,Positive,0.0,0.0
Chris Mazeroll,wish had asked questions censorship Especially its applied unevenly Or institutions are caught lying still asked decide is true,Positive,0.04999999999999999,0.6166666666666667
spectoral,Lex be first podcaster interview Satoshi Nakumoto this rate,Neutral,0.25,0.3333333333333333
Stevana Eastwood,Love,Positive,0.5,0.6
Gordon Jones,You actually it Thats VERY impressive performance,Positive,0.5,0.55
Richard Laroche,Lex such good heart can even transform revenge a nice thing making Zuck circle traffic lights,Positive,0.4333333333333333,0.7000000000000001
Brad Rozycki,Right the bat am laughing Good one Lex,Positive,0.4928571428571428,0.5678571428571428
Spatial Munchies,Lex mastered art asking direct questions without preempting outcome,Neutral,0.1,0.4
Ethan James,People usually give life people lose life first experience happens be failure never gave cause I knew was going work for mefortunately Im smiling today getting involved in investment,Negative,-0.10555555555555557,0.29444444444444445
Adrian Logan,Its refreshing see Mark talk an overly scripted filtered way instead hang share This what people far removed the common man do order be relatable not seem like cold lizard manrobot has desire outside making money and being powerful lol,Positive,0.1142857142857143,0.75
