name,comment,sentiment_type,polarity,subjectivity
Kapil Sharma,You gem Harry People like with technical background learnt python It demonstrates as trainer the ease bring technology Thanks a ton brother God bless you with much success ahead,Positive,0.16666666666666666,0.10000000000000002
GO FLEX RECORDS,You a legend brother god bless u always Tommorrow my exam still completed full session a day learn whole py Thank man,Positive,0.275,0.47500000000000003
XISCB-42 VANSH KASHYAP,31900 Q Write program count number zeros the following tuple 708009 708009 printacount0,Positive,0.0,0.1
Aman Shaikh,Today my first day learning Python language Im non IT Thank harry sir explaining in simple language,Positive,0.125,0.34523809523809523
Surya Prakash,For Q1 practice set chapter 6 n1 intinputEnter First Numbern n2 intinputEnter Second Numbern,Positive,0.125,0.16666666666666666
Punit Kangra,timestamp 13731 Write python program calculate square entered the user inputEnter no a inta,Negative,0.0,0.0
Krishnan Kundan,The who providing education free cost this costly world Really Appreciative work Just Imagine How Much Time He Would Have Invested for us writing handwritten notes not easy job,Positive,0.24583333333333332,0.6833333333333333
Zain ul abdeen,finish Course 2 daysThis man the Legend Now can say a programmer now i am going watch python advance tutorial Thanks Again Harry Sir this also many couses,Positive,0.35,0.35
MEHUL VERMA,64800 def cminch return floatinch 254,Neutral,0.0,0.0
ram mudgal,65200 n intinputEnter number def multin return fnxi ni,Positive,0.0,0.0
Waleed Ijaz,55125 Chapter 7 Problem 3 Practise set numintinputEnter number n i0,Negative,0.0,0.0
KC,60713 Chapter 7 reversed loop For in reversedrange011 Printni,Neutral,0.0,0.0
Anay Gaming007,31936 Solution 7 0 8 0 0 9 printacount0,Positive,0.0,0.0
Fatimah Timalia,31911 7 0 8 0 0 9 Printacount0 The output be 3,Neutral,0.0,0.0
AGreen Goblin,Chapter 2 13754 intinputEnter Number To Square b aa printb,Positive,0.0,0.0
Bhaskar Solanki,inputEnter word n lena10 print charactors 10 else,Neutral,0.0,0.0
Dipti Nikam,65210 Multipliction table using python function Problem set 8 Q8 def multinum,Negative,0.0,0.0
Arshad Qamar,50520 username inputEnter name lenusername 10,Neutral,0.0,0.0
Avanish S Velidi,TimeStamps Course Logistics 000000 Chapter 0 Introduction 000858 Chapter 1 Modules Comments Pip 001417,Neutral,0.0,0.0
Shubham Umrao,5500 Chapter 6 problem 4,Negative,0.0,0.0
Sopan Jadhav,70325 made game a first time my life this feeling good cant explain words Im too happy thank harry sir this wonderful tutorial thank,Positive,0.47000000000000003,0.6666666666666667
gaurav thaker,Hello Harry was learned PHP see videos now learned python all concepts very easy understand thank you broand keep up,Positive,0.5633333333333334,1.0
VIGHNESHA V,Please Note Classes Objects Two underscores init a space def init,Positive,0.0,0.0
Vansh Patel,40715 Twice value different Because one str second int,Positive,0.0,0.3
SOURAV MAITY,13717 intinput Enter number will find square square aa print Square a square,Positive,0.0,0.0
EDUCATIONAL HUB,31913 use count method tuple this problem 708009 printacount0,Negative,0.0,0.0
Mohan Kumar,This guy real legend is helping youngsters professionals are looking build career Hands Off Brother Take a Bow,Positive,0.2,0.30000000000000004
AGreen Goblin,Chapter 8 65210 def multi num intinputEnter A Number For Its Multiplication Table t range111,Positive,0.0,0.0
V. S Technical,Time stamp 60723 Answer practice set question 10,Neutral,0.0,0.0
A_145_Darshan Vora,91459 Line number 1 been printed Constructor And Lines 234 been Printed method getDetails,Positive,0.0,0.0
Raj Narayan Chowdhury,50525 For chapter 6 problem 4,Negative,0.0,0.0
Sunil Kumar Classes,55133 import time Number intinputEnter number,Positive,0.0,0.0
Nirbhay Rohatgi,cant imagine much pain hard work has done help us really appreciate people like who help without self interest,Positive,0.036111111111111115,0.3138888888888889
Aishwarya Adkar,You simply amazing harry The explanations very clear very happy find tutorial Youtube free Thanks help Will recommend this course as many my friends I can,Positive,0.4716666666666667,0.6497222222222222
Varun Gupta,943 Seats cancelling implemented succesfully Thanks Harry,Positive,0.2,0.2
acesSPRAYyy,55127 number intinputEnter number 0 i10,Positive,0.0,0.0
Vaishnav Yadav,Guys lets forget is IITians earn lakhs utilizing time still he takes some time teach people like us free cost also makes notes us is also free Hats man mad respect to you,Positive,0.05833333333333335,0.8666666666666667
Ayva Gaming,50528 textinputenter text iflentext10 printtextmore 10 10 letters,Neutral,0.0,0.0
zessu,13637 yaha par intinputenter no bhi kar sakte,Negative,0.0,0.0
Mohit Aswani,Harry are hero all youth Your work cant compared any Take bow bhai,Positive,0.0,0.0
Piyush,Chapter 0 Introduction 000858 Chapter 1 Modules Comments Pip 001417 Chapter 1 Practice Set 003310 Chapter 2 Variables Data Types 004435,Neutral,0.0,0.0
Tilak Prj,Congratulations me writing first Python program Thanks you Harry making helpful Video Just completed Chapter 1 Looking forward learn of Python,Positive,0.225,0.26666666666666666
Rakibul Islam,60714 Ive created Reverse Multiplication table this method num intinputEnter Number,Positive,0.0,0.0
Shivam Patel,13741 l intinputEnter value length area ll,Positive,0.0,0.0
Purnima Mca,Dear Harry In Chapter 3 practice test Question 3 need find double spaces a string find function shows index of 1st double space if have added than one double spaces a string Kindly guide,Positive,0.15,0.225
Rohit Bhardwaj,55157 num intinputPut number required you 0 a range 11,Positive,0.0,0.0
141_Saurabh Joshi,This guy taking effort make students professionals understand new languagesHats to HarryYou truly gem,Positive,0.13636363636363635,0.45454545454545453
Muhammad Shayan,inputEnter first number inta b inputEnter second number b intb,Positive,0.125,0.16666666666666666
Kaustubh Tripathi,55123 1 numintinputPlease enter number i10,Positive,0.0,0.0
RAVI VERMA,aintinputenter number i1 i10 printstra stri strai,Positive,0.0,0.0
Priyansh Gupta,65156 Multiplication using function Multiplication using function,Neutral,0.0,0.0
aish ayush 9B 03 kn,90432 This an inexplicable experience mine I think must the for Lots appreciation Harry bhaiya,Positive,-0.6,0.9
Sudarshan Gapat,was revising python concepts months made so simple yet understandable Thank you so much Harry Bhai,Positive,0.1,0.2785714285714286
MD Arsh,065213 Q8Ans,Neutral,0.0,0.0
codecamp,13717 square root a number def squarea sq aa,Positive,0.0,0.0
SHUBHAM SINGH,Code square number ainputEnter a number ainta sqraa,Positive,0.0,0.0
JOY PRAKASH DHAR,lfelifelse question 4 can use len function find number characters,Positive,0.0,0.0
Drecreastic,65156 Num intinputEnter number range 111 print Num strX Num i,Positive,0.0,0.0
Prayas Art,People used take thousands such course this guy giving free Thanks Code Harry,Positive,0.20000000000000004,0.5
Chetan Ahire,This really amazing course Harry bhai No need timestamps whole course informative,Positive,0.4,0.65
