name,comment,sentiment_type,polarity,subjectivity
Armando Solorio,Im honestly gonna miss hype around Infinity War Endgame Feels like experience like wont happen,Positive,0.6,0.9
Tanveer Ahmed,Even 4 years watching movie many times trailer still gives goosebumps This why is Infinity War,Negative,0.5,0.5
• volatile,The hype this literally nothing short unthinkable Unbelievable,Negative,-0.09999999999999999,0.7000000000000001
Harsh Asodiya,2022 searched feeling goosebumps rn,Positive,0.0,0.0
1.3M views,After watching trailer got goosebumps like Peter parker,Positive,0.0,0.0
Anil Mala,KGF 250,Neutral,0.0,0.0
The Wolverine,remember watching trailer like 40 times a row,Positive,0.0,0.0
Hexagon Shorts,Watching theaters WAS once in a lifetime opportunity,Positive,0.0,0.0
raju thapa,Its Hard To Forget Someone Who Gave You So Much To Remember RIP Black Panther,Negative,-0.0861111111111111,0.39166666666666666
Ankit Kamal,Watching after many years still gives the chills One the best trailer music score ever,Positive,0.75,0.4
Abhilash Bharadwaj,Me my Bois just telling is trailer comingthis a hype a lifetime,Neutral,0.0,0.0
Carlos Perez Encinia,hyped this movie when finally watched lost interest the MCU THIS what I wanted see I was totally satisfied,Positive,0.25,1.0
JB Edits,Best movie the Marvel,Positive,1.0,0.3
Ashok Donur,Marvel infinity war Trailer 252M views 39M likes 460k comments 4 years KGF chapter 2 Teaser242M views 93M likes 13M comments 2 years,Positive,0.0,0.0
Isaac Moore,Im sorry is best trailer ever its gonna get old,Positive,0.19999999999999998,0.5
Jon Snow,Lets just thanks marvel making childhoodteenage adult years awesome,Positive,0.43333333333333335,0.5
Carson Moyer,This one the hyped trailers history,Neutral,0.0,0.0
ARAVIND SASI,This one never gets old Still feels goosebumps I saw first time The best trailer marvel,Positive,0.45,0.27777777777777773
Chrono,Yes Thanos This trailer put smile my face,Positive,0.3,0.1
Jonah Hammond,Literally scene cinema history ever top just sudden heartbeat stopping thanos snapped fingers Looking back just another scene saga seeing it happen theaters first time opening night thats everyone knew next movie would crazy remember time endgame called infinity war part 2 since everyone knew the story would ending but didnt except the infinity stones be together till the second movie All people talked after the movie just excitement the next one,Positive,0.018750000000000003,0.2791666666666667
Kevin Sanghvi,This not movie an emotion,Neutral,0.0,0.0
DANEIL,You know movies so well developed you still get chills watching trailers even tears,Positive,0.1,0.3
King of the Fall.,Evacuate city engage defenses get man shield From on line never the Chadwick Boseman gone soon RIP,Positive,0.0,0.0
Fajar Divo Saputra,been 4 years release movie im still rewatch,Neutral,0.0,0.0
parthiban naveen,It wasnt satisfied watching movie a trailer Still in hype,Negative,0.5,1.0
Ave ver the 4th,remember watching over 30 times was hyped,Neutral,0.0,0.0
Double Treble,Who elso still gets hyped watching even though Ive watched movie countless times watched breakdowns Easter eggs explained watched audience reactions watched reviews still get hyped like an upcoming movie,Positive,0.0,0.5
MCMJ,Its tradition come back this trailer every in while,Neutral,0.0,0.0
ꃳꑀꁲꈜꋖ,Who else wishes go back time experience again the 1st time,Positive,0.0,0.0
4glorysake 1988,come back every in while pay tribute THE GREATEST TRAILER OF ALL TIME,Positive,0.5,0.5
Charles Coleman,Finally A Marvel Avengers trailer actually uses own themes promote,Positive,0.19999999999999998,0.7000000000000001
Shreyas S,think safe say is one the greatest MCU films ever The hype never live,Positive,0.4772727272727273,0.6666666666666666
Zualaye,loved watching last scene this trailer the actual movie,Positive,0.2333333333333333,0.32222222222222224
Trent Denzel,Still tear with hype joy watching after 4 years,Positive,0.8,0.2
Brawler RedShift,Rewatching trailer 4 years isnt something one considers balancing day thisdoes put smile my face,Positive,0.3,0.1
wonwoochoco,love fact people still coming back this trailer amazing,Positive,0.3666666666666667,0.5
Arturs Petkausks,Still one the best trailers there,Positive,1.0,0.3
Harshit Mota,This a tribute the infinity saga Cant believe weve Endgame NWH now Multiverse Madness 2 months No franchise been promising its audience like MCU Grateful everything PS dont compare Infinity War Endgame NWH These films their charm respective their timelines,Positive,0.1,0.3
Pavan V,The hype unmatchable this moviethis trailer still gives goosebumps,Neutral,0.0,0.0
Francesco Caudullo,am still hype this film Cant believe,Neutral,0.0,0.0
Blue Milk,No movie trailer ever live to hype this one,Negative,0.13636363636363635,0.5
Daniel Timotio Soares,Um dos melhores filmes que eu j assisti,Neutral,0.0,0.0
Vonn C.,Do yall remember morning trailer dropped were days,Neutral,0.0,0.0
visible to all users on YouTube,Avengers theme such masterpiece maybe the Avengers made the masterpiece,Positive,0.0,0.5
𝘾𝙖𝙫𝙞𝙙,4 years later look this masterpiece it cant reach endgame,Positive,0.0,0.0
David C,Thanos walking gives chills this day,Neutral,0.0,0.0
menime,Imagine coming back watch trailer of movie already seen thats good was,Positive,0.35,0.30000000000000004
rick duggal,love movie far than endgame pace movie so freaking the point like god all the blockbuster movies ever exist terms pacing,Positive,0.3,0.8
RAB2IT,Even 3 years still gives chills,Neutral,0.0,0.0
Joel Ortiz,still get chills watching trailer,Neutral,0.0,0.0
Ben McIntosh,Ok way almost 4 years every second this trailer gives goosebumps,Positive,0.25,0.25
SiD Gamer,kgf chapter 2 broked record today gives vibes than other chills goosebumps,Neutral,-0.125,0.375
Дия _ miii,Its so long its still beautiful,Positive,0.39999999999999997,0.7
Josh_Plays,Avengers Infinity so good i came back 4 years later watch Trailer,Positive,0.2333333333333333,0.20000000000000004
Danger2811,Its hard believe this 3 years ago Time sure fly,Positive,0.3361111111111111,0.7768518518518518
Hollister Freeman,Trailer honestly gives chills everytime,Positive,0.6,0.9
Akram Potter,Watching 4 years 2022 But still gives goosebumps,Neutral,0.0,0.0
Grayson Gaming,Still gives chills still amazing trailer shows enough the chills gives perfect every trailer be,Positive,0.5333333333333333,0.7999999999999999
FLIMS ADDA,Infinity war Was a legendary movie people come rewatch trailer 4 years its release,Negative,1.0,1.0
DC_Galaxy,Man chills movie gives Endgame the ultimate satisfaction emotional ride But Infinity war had a sense fear danger excitement we never knew,Negative,0.0,0.825
Mahamed Hassan,A moment silence the future generations didnt get experience one a lifetime hype theater experience,Neutral,0.0,0.125
CyberTar,This gives chills the recent mcu film,Neutral,0.0,0.25
Elon Mask,Its still giving chills like is first time seeing trailer Edit Rest In Paradise Chadwick Boseman Thank for entertaining us the Black Panther,Positive,0.19444444444444445,0.4888888888888889
susgod,4 years later the trailer still hits hard,Negative,-0.14583333333333334,0.2708333333333333
𝘾𝙖𝙫𝙞𝙙,4 years later look this masterpiece it cant reach endgame,Positive,0.0,0.0
Tempest,shall forever potraited a masterpiece a movie,Positive,0.0,0.0
Gaurav Khatri,This the first movie my life I saw 3D ManIt been already 4 years Its fascinating time flies fast,Positive,0.3833333333333333,0.5944444444444444
Drivq,Trailer still gives goosebumps,Neutral,0.0,0.0
Rashad Moore,The Infinity Saga always one cinemas greatest achievements me,Positive,1.0,1.0
Gabriel Dela Cruz,dont know Im still coming back to watched trailer it always gives chill,Neutral,0.0,0.0
Dragon Ballz,The time and friends discussing this movie school Such good time my school life,Positive,0.35,0.55
Katelyn Nightsparrow,4 years later it still feels epic,Neutral,0.05,0.2
Daegan Stoltzfus,remember freaking with friends those first shots the Iron Spider suit How far weve come just 4 years,Positive,0.175,0.6666666666666666
Merwyn Rebello,Even 4 years Avengers Theme gives chills,Neutral,0.0,0.0
Julius Kingsley,To think was battling cancer filming movie Fighting his life entertaining us What strong man A king RIP,Negative,0.4666666666666667,0.7166666666666666
snesl zorus,Ok way better endgame The hype was huge BC didnt know was gonna happen unlike endgame Still gives goosebumps,Positive,0.46666666666666673,0.6333333333333333
RetroRichie,Over 4 years later nothing been able come with 2 minutes 24 seconds Hype like trailer,Positive,0.25,0.3125
Vansh Srivastava,came watching way home this gives super nostalgia Just see every character alive It just awesome,Positive,0.4777777777777778,0.6888888888888888
Captain America,trailer still gives goosebumps watching movie 1000,Neutral,0.0,0.0
Raditz,Years later trailer still brings tear my eye man So epic,Neutral,0.05,0.2
,10 YEARS the wait this moment,Neutral,0.0,0.0
The Originals,After 5 years trailer still gives chills,Neutral,0.0,0.0
ahimsyah russalman,Endgame good infinity war hits diffrent,Negative,0.7,0.6000000000000001
Richard Eversmann,Wow 4 years I felt like yesterday wacthed Masterpiece Rip Stan Lee,Positive,0.1,1.0
Mike Ferrer,In time will know its like lose To feel desperately youre right to fail the Bros laid the ending the movie us,Negative,-0.2714285714285714,0.6119047619047618
Luke Greenman,think can agree this the legendary trailer ever made Im still watching 4 years later,Positive,0.5,0.5
Becca,Can believe was four years ago still remember like was yesterday Truly unparalleled experience The trailer still gets even,Positive,0.0,0.0
Renato Sousa,This my favorite MCU movie,Positive,0.5,1.0
Cedric Mariano,These the days all had worry about spoilers,Negative,0.0,0.0
Indigo Dream,remember watching theatre back in 2018 not understand single thing Sigh But I seen MCU movies Disney plus Infinity wars no doubt one the greatest movies all times,Positive,0.30952380952380953,0.4047619047619047
vishnu menon,This best marvel movie till date always love movieEven though end game nostalgic gives goosebumps movie miles end game because story build for 10 years Thanos the perfect hero villain character he stole the show throughout the movieThis the Thanos I expected see endgame well he was completely different Thanos infinity war that put a little but movie the heart the avengers,Positive,0.1013888888888889,0.5777777777777777
Stine EIN,When marvel simple Ohh myy miss good old days Almost been 4 years this thing still gives Goosebumps literally 13 this came I was so happy a kid,Positive,0.4,0.5392857142857144
The Masters Mad Face,Most hyped a movie Ive ever,Neutral,0.5,0.5
The Nomadic Railfan,remember standing line two my best friends opening night see Man would give anything experience movie Endgame the first time,Positive,0.625,0.31666666666666665
Matthew Cummins,Is anyone else grateful and Endgame came before Covid could stop us seeing in Cinemas It wouldve absolute agony these movies delayed,Negative,0.2,0.9
Kar Mat,It 2022 it still gives chills 4 years,Neutral,0.0,0.0
Aondongu Tivzenda (Reverend BlueBalls),One the greatest movie trailers ever made,Positive,1.0,1.0
Bhavya,Havent watched tralier till today But watched movie like 4 5 times INFINITY WAR ENDGAME one the greatest movies all time,Positive,1.0,1.0
Grayden7232,Ive watched movie least 3 times and never fails disappoint,Positive,-0.024999999999999994,0.35
Anything Challenge,Coming back this trailer a certain times always gives hype tears,Positive,0.10714285714285714,0.2857142857142857
AlphaCureMom,Who else cant believe been 2 years since came,Neutral,0.0,0.0
Lordz21,Watching trailers masterpiece made cry bit bcz movie changed life much its one the movies u wont see some yearsand endgame,Positive,0.2,0.2
TV Critics,Me watching trailer 3 years later Some people move but us,Neutral,0.0,0.0
Gokul 007,Kgf 2 teaser comfortably beaten infinity war trailer records Salam rocky bhai,Negative,0.4,0.8
sellena,IT STILL GIVES ME GOOSEBUMPS,Neutral,0.0,0.0
BEST free SEX dating site - 𝐃𝐀𝐓𝐗𝐗𝐗.𝐂𝐎𝐌,am in 2022 After 4 years still gives chills,Neutral,0.0,0.0
Jaga Diish,This trailer give goosebumps till have watched 40 Times,Neutral,0.0,0.0
Dinesh Patel,Ahh yes remember feeling seeing last scene trailer everyone running including hulk made hyped time the ending blew everyones mind remeber screams the ending the movie yes the post credit captain marvel that blew people away like shes gonna the strongest charcter the mcu,Positive,0.0,0.06666666666666667
Ernesto Herrera,4 years feels like was yesterday,Positive,0.0,0.0
snqobile ayanda,am watching trailer 0319 AM it still gives goosebumps,Neutral,0.0,0.0
Ali Abbass,would sacrifice life watch at premier day,Neutral,0.0,0.0
Nicolas Seigfried,Honestly hard believe already almost 4 years since film came I only freshman highschool this film released theaters,Positive,-0.14583333333333334,0.7708333333333333
wony wowkz,remember coming home school watching thisTHE HYPE WAS INTENSE AND ID DO ANYTHING TO VISIT THAT FEELING AGAIN far one the best trailers history,Positive,0.43333333333333335,0.7666666666666666
Roopkishen K,Most watched teasertrailer world Until 14th April 2022 Avengers Since 14th April 2022 KGF,Neutral,0.5,0.5
Ahad Hamza,Seeing trailer watching Endgame feels soo emotional,Positive,0.0,0.65
BatChick,The avengers saga my comfort movies always going back rewatch when need pick up,Positive,0.0,0.0
Mohsen Akbarnia,The hype Still watching trailer,Neutral,0.0,0.0
t y s,endgame the greatest theater experiences my life and i would anything go back life peaked all had worry was spoilers this,Positive,0.5,0.5
Kishore Dinesh,make goosebumps every am watching Trailer,Neutral,0.0,0.0
Why So Serious,Hey marvel KGF breaks infinity war trailer records Im proud KGF,Positive,0.8,1.0
Ajin Jacob,Its almost like tradition come back this trailer every,Positive,0.0,0.0
EditSer,still remember those days beautiful Everyone Were hyped Just experiencing masterpiece,Positive,0.85,1.0
Aabiah Waqas,am in 2022 After 4 years still gives chills,Neutral,0.0,0.0
Uwu locket,4 years sense best move released still get chills as thanos said does put smile my face thanos,Positive,0.65,0.2
IAN ODHIAMBO,There an idea Five years later puts smile my face,Positive,0.15,0.05
Aryan Persaud,Will Marvel ever attain level hype,Positive,0.0,0.0
Manoj shrouti,watching trailer 2 years still gives chills,Neutral,0.0,0.0
Ej Ridenhour,love mcu much best comic book movie all time,Positive,0.5833333333333334,0.4666666666666666
Drifter,Stan Lee an idea To create group remarkable characters To see they could become something So we needed they could fight battles,Positive,0.75,0.75
Fan de Marvel,saw in cinema even this trailer gives emotion,Neutral,0.0,0.0
Sahaj Patel,though endgame no way home legendary movies you gotta admit is best trailer ever made Marvel,Positive,1.0,0.65
Rishi Soni,have seen movie almost 10 timesbut trailer excites like have never seen movie,Positive,0.0,0.0
Demetrius Williams,will never forget walking the theater excited see then leaving like took something me Worse feeling one the best,Positive,0.325,0.55
DannyJumbo,2017 Cant wait the movie Now Cant wait feel something like again,Positive,0.0,0.0
Iamcrash55,Its sad its But was best experience ever Love marvel,Positive,0.3333333333333333,0.6333333333333333
Buckethead,remember watching Thanos snap the first time theaters desperately trying recall every shot the trailer to try think ways Thor could stop,Negative,-0.175,0.6666666666666666
Salmanuddin Shaikh,Im watching in mid March 2022 Miss so much What feeling watch all together,Neutral,0.1,0.1
David A,Unpopular opinion This and always be best movie MCU,Positive,1.0,0.3
Alifa Nur,opening scene all main characters showing with badass soundtrack never failed give goosebhumps,Positive,0.20833333333333331,0.31666666666666665
Reya Samnsi,This trailer still gives chills running my spine this day dont watch every single dayanymore when do hard describe feelings this trailer makes feel love and the greatest trailer ever made my opinion,Positive,0.28422619047619047,0.5889880952380953
Luuk Mulder,Ill never forget day saw trailer the first time,Negative,-0.125,0.6666666666666666
Himanshu Das,After this year dont know Im still and without seeing trailor repeat Introduction they even speak,Neutral,0.0,0.0
Julia,Thors entrance Wakanda one the epic scenes Marvel history,Positive,0.1,0.4
Naife (Diego),Just epic even years later,Neutral,0.05,0.2
pricilla,Never will feel this movie made feel,Neutral,0.0,0.0
ArdyKyronGaming,This one really Blow Those things happens all Epic nobody say to Avengers Infinity War,Negative,0.15000000000000002,0.30000000000000004
Ezron Nelson,The trailer gives the trills,Neutral,0.0,0.0
MUSIC HUB,Endgame a epic still Infinity war hits differently,Negative,0.05,0.5
Eklavya Kumar,Dread Run it Destiny still arrives This line universal,Negative,0.0,0.0
Thadical,remember times this really hyped Miss days,Negative,0.2,0.2
Mia,After listening Marvls opening music feel like proud Avenger idk y Who agrees,Positive,0.8,1.0
Luke,Man want go back this time It my senior year high school hype this movie through the roofman times changed,Positive,0.08,0.26999999999999996
AmrutNS Swain,Watching with MCU trailers 4 year one,Neutral,0.0,0.0
Frank Scott,still cant believe been 4 years now watching trailer and still gives chills even though already know outcome Glad know Im the one,Positive,0.5,1.0
W.T. blackard,Its weird think our kids wont understand hype this movie Endgame Theyll their Im sure they wont know it like these movies,Negative,0.0,0.9444444444444444
Kovai Club,guess kgf 2 teaser break record forth coming days,Negative,0.0,0.0
MT Academy,Its crazy much power trailer still holds,Negative,-0.19999999999999998,0.55
Dope Dude,This to my favourite trailer Talk cinematography,Neutral,0.0,0.0
Black Phantom,Before world ends have say this best trailer all the time,Positive,1.0,0.3
Rainbow King_YT,When heard there an idea bring together bunch remarkable people got chills,Positive,0.75,0.75
Rare Videos by Javier Vargas TV!,This movie amazing still and forever be,Positive,0.6000000000000001,0.9
Joseph Benítez,This the best movie trailer all time,Positive,1.0,0.3
Nathan Leung,Anyone else fricking depressed that is over,Negative,0.0,0.0
Blood India,Just finished watching whole film the 500th time I dont know many times will watch future But have watched 720p1080p2160p even theatre prints witness audience reactions EnglishHinditeluguTamil chineese Spanish Czech This movie really Inevitable Unprecedented Congratulate,Positive,0.21666666666666665,0.4875
Priyansh Joshi,can still feel amount anticipation used have 4 years ago,Positive,0.0,0.0
Not mvp,Infinity war trailer record broken,Negative,-0.4,0.4
Colv,has 4 years since trailer released I still got goosebumps it,Neutral,0.0,0.0
trolliar,Once i comeback these trailers see ultra hyped people for event Absolutely in a lifetime,Neutral,0.2,0.9
zt,Anyone else wanna time travel back where trailer first came just see the hype it,Neutral,0.125,0.16666666666666666
CESAR RYN,Its 4 years I still love movie,Positive,0.5,0.6
JK,Thors wakandan entry really gives every single fan goosebumps,Positive,0.0642857142857143,0.20714285714285713
Paul TV,still get chills watching in 2022,Neutral,0.0,0.0
Jonalee,What historical moment,Neutral,0.0,0.0
Rishikesh Boril,This really the end OG Avengers,Neutral,0.2,0.2
Nelson Valentin,Marvel Fans coming back watch trailer like Some people move but us us,Positive,0.0,0.0
Bk zesty,This one legendary think would still fit perfectly 2050,Positive,0.7999999999999999,0.7999999999999999
Buren.D Farucon,still masterpiece,Positive,0.0,0.0
Folgore YT,been 4 years still gives goosebumps believe it will till day i die,Negative,0.0,0.0
abscenezx,would give life see Avengers Saga the Iron Man trilogy the first time,Neutral,0.25,0.3333333333333333
The Automator,4 years later this still gets hyped,Neutral,0.0,0.0
eatsumrice,Dread run it destiny still arrives most truthful quote Ive ever read,Positive,0.5,0.5
CeLLeR,Still one the best trailer there,Positive,1.0,0.3
P.H.I.L Congure,This the trailer can still get new comments every day 2 years,Neutral,0.13636363636363635,0.45454545454545453
,Really one the greatest movies ever created,Positive,0.6,0.6
Azhar007,It came my recommendation 4 years still Its masterpiece,Positive,0.0,0.0
BaBaBunny,Back when Thanos the biggest threat the universe,Negative,0.0,0.0
GATOFUTSAL,still remember the people the theater sooo pissed the conclusion the movie yet still understand that a perfect ending,Negative,1.0,1.0
Garret the frog,One the greatest movies ever,Positive,1.0,1.0
Thor God of Thunder,This Trailer still gives goosebumps even i already watched movie 3 times,Neutral,0.0,0.0
Nothing !,legends comeback 4 years,Neutral,0.0,0.0
ActuallyTomYT,Been 4 years still hits hard,Negative,-0.2916666666666667,0.5416666666666666
Abinesh Muralidharan,This one epic Still feel spidys goosebumps Chills everywhere,Neutral,0.1,0.4
First Last,Even seeing many times this trailer still gives Goosebumps,Neutral,0.5,0.5
Thea Queen,Man cant watch without tearing,Neutral,0.0,0.0
Trea2030,Even 2020 still the BEST trailer Ive ever seen,Positive,1.0,0.3
Jason Eyre,have never ever more hyped a film a trailer this it not dissapoint,Neutral,0.5,0.5
किशोर अनल,remember this trailer got goosebumps watching and goosebumps watching Those the happy times,Positive,0.8,1.0
SUPREME GAMING,4 years ago still fire,Negative,0.0,0.0
ANUSHKA DUBEY CLASS VII,wanna go back time feel feelings,Neutral,0.0,0.0
Kita Hipa,This moment now become back the good old days there covid restrictions no masks etc,Positive,0.26666666666666666,0.26666666666666666
Asger Kalhauge,No trailer gives the chills did still,Negative,0.0,0.0
Tinofara Tinashe Mukakaso,This the best trailer all time still get goosebumps this trailer,Positive,1.0,0.3
Dominic Viera,Infinity war mr stark dont feel good Endgame did mr stark won,Negative,0.09999999999999998,0.6000000000000001
Yatharth,Legendary movie getting goosebumps this date,Neutral,1.0,1.0
Ravi Rathore,Sad marvel intro gives goosebumps every time,Negative,-0.5,1.0
Knight AX,This scene gives goosebumps man 0025,Neutral,0.0,0.0
Rajini Mania,Still Addicted This Trailer,Neutral,-0.4,0.6
Shahzaib ali Hashmi,That fight thaynos dr strange infinity war,Negative,-0.05,0.15
Ryatt,God seems like thousand years ago fought way of room watched Iron Man Realized loved MCU,Positive,0.7,0.8
Fisken12,Still gives the chills this day,Neutral,0.0,0.0
Captain_Commenter,Remember hype towards movie this trailer dropped 4 years ago Good times,Positive,0.7,0.6000000000000001
MONSTER,Still gives Goosebumps,Neutral,0.0,0.0
Teddy,Kgf going break,Neutral,0.0,0.0
Bairgonda Srisailam,been 3 yrs without Avengers want us back,Negative,0.0,0.0
Subha datla,You cannot live the ending the moviewhere that bring Back the trailers,Neutral,0.06818181818181818,0.25
JAY ALBERT,Goosebumps still,Neutral,0.0,0.0
PA UL,Still gives goosebumps,Neutral,0.0,0.0
JuLzIsSwAg,Oh goodness man movie just something else,Positive,0.0,0.0
vishakha shirke,Cant imagine Its 4 years thid masterpiece,Positive,0.0,0.0
Nkosana Makhubela,Legendary movie,Neutral,1.0,1.0
Arian Karimi,Whos still watching 2021 cuz trailer way epic,Neutral,0.1,0.4
TheRealIsaacSmith,Ill never forget sitting my period 2 prealgebra class November 29th 2017 immediately seeing on YouTube stopped everything was and watched straight away At moment worries left and nothing mattered than to watch Avengers Infinity War trailer,Negative,-0.09999999999999999,0.4666666666666666
michael edwards,Came after watching endgame amazing movie,Positive,0.6000000000000001,0.9
Gabriel Winter,This the best Avengers movie,Positive,1.0,0.3
Eldos Kenesov,Best trailer all timeI mean numbers dont lieI remember everyone waiting the premiere this movie 2018,Positive,0.34375,0.49375
AF STYLES,trailer give goosebumps,Neutral,0.0,0.0
Aditya Kumar,There time we dont need wear mask we watch movies theatres,Neutral,0.0,0.0
Behir Lovers,All heroes one movie Truly masterpiece,Positive,0.0,0.0
Lakshya Saxena,This trailer still gives the CHILLS,Neutral,0.0,0.0
Joseph Crews,havent even seen Marvel movies still get chills watching,Negative,0.0,0.0
surfyn,still feel i felt i first watched trailer,Neutral,0.25,0.3333333333333333
Ndamulelo Nemakhavhani,Legendary quotes round man Thanos truly one a million,Positive,0.4,0.7
Marvel Studios Variant,Itll never get old,Neutral,0.1,0.2
Rod DD,Im glad grew watching MCU movies led the last two Avengers movies,Positive,0.25,0.5333333333333333
MD. Sharukh,100 Million Another Milestone Achieved By InfinityWar,Neutral,0.0,0.0
Dougie YT,The hype had movie never replicated Im glad was alive well witness this diamond a movie,Positive,0.3,0.7
Byron Guaman,Still get chills 4 years,Neutral,0.0,0.0
