author,comment
Lunatic,"Please continue this course till advanced level. 
It was very helpful."
Leo Messi,Please continue this lecture with advanced topics (python)
Skyscraper,"Thanks for the video😋😁..., well I know every part of this video except continue & Break and this was very useful for me to understand this part ..., Thanks a lot."
Swati Verman,"Its great, plz also make the python video as same as c++ full course."
Cook with Vaidehi,"HI mam thank you so much, please upload more videos on python please we are really learning from you, and also about data scientist interviews and prep"
Sahil Patel,"thank you didi for making this course 
we got some basic knowledge about python now we can move on and explore some new topics and in some time some new fields too"
Vidhi Kejariwal,Please continue the python series i am in class 10 and my brother told me that after 5 years everything will be in computer and in computer language
Iqbal Qureshi,"Mam I installed pyscripter by watching from  beginning  tutorial and after sometime as you installed pycharm i aslo did .so, what to do now with pyscripter  should I kept it or uninstall it?"
Motivational Skies,"@Apna College dear valuable brother and everyone pls make python and other programming languages like c, c++ from beginners to advance level. i really liked the way you guys teach. Thank you very much @Apna College"
Meet Vora,this is so useful 👍👍👌...for the first time i've completed a language tutorial in one shot 🔥
PRINCE 9.0,In program (To print sum of two numbers) we will use int function before input function so by this we don't have to convert string in integer value.
Elixir Motivation,"53:06 thanks a lot didi, for explaing this concept with so much ease I don't know why I always stuck at these star pattern. thanks once again"
Vijaysing Dobhal,Please continue python series from beginner to advanced level 👌👏
Vijaysing Dobhal,Please continue python series from beginner to advanced level 👌👏
Vijaysing Dobhal,Please continue python series from beginner to advanced level 👌👏
Hargun Rana,"for the mini project u can just use the eval() on a string:
eval(""2+2"")"
Vijaysing Dobhal,Please continue python series from beginner to advanced level 👌👏
Vijaysing Dobhal,Please continue python series from beginner to advanced level 👌👏
Kunal Diwakar,Yess please start a python detailed series for class 11 maybe you don' t have time to start a python course but it would be beneficial for all of us
Ayswarjya Sinha,"Hi Shraddha Didi.. fist of all thanks a lot for such a wonderful explanation of this language,... I an a network engineer and I am trying to  learn python to automate few regular operations : listing of IP addresses etc. can ou please help me"
Mood Changer Boys,Well Done team Apna College... Your way of teaching amazing 👍👍
Madhavi Ch,"Please do a video on Oops concepts  and data structures  in python, so that many students get benefited.."
Manorma kumari,"Way of teaching, really l love the most di❤️...keep make more video on machine learning topic 👍"
Devansh Singh,"20:53 It is said that we can convert string to boolean. But if boolean can contain only trye and false, how does it work ?"
ShivtechViral,Absolutely loving the way your creativity in teaching ...keep doin didi ... ❤️👍🎉
SANKET,"@Aman bhaiya and @Shraddha didi . TY so much for this revision course . Aapne less time me saare concepts kaafi clearly btaye .                       
It is a request to the team to pls start a course on ""how to prepare for interview rounds "" ."
Varun,Best lecture for basics of python - MOST IMP BASICS🔥🔥thank u didi
Mayank Patel,"Amazing content 👍
Well explained......❤"
FACTORIOUS WORLD,"Pura lecture itna dhyaan se padha hai jitnna toh college me jakar bhi nahi padta kyuki unko padhate hee nahi aata 
Thankyou
Ho sake toh python for A.I KE LIYE BHI VIDEO BNA DENA PLZ"
Buddha Bhai,Continue python series from beginner to advanced level and cover up everything please.
ShahSawar Afridi,"its very amazing python learning video , but Ma,am Plz Upload Complete Python playlist Zero to GUI of Python, i will be waiting of this complete python  course at Apna collage channel , basic to full advance 
, Regards : Shah Sawar Afridi 
 From : Pakistan (Peshawar)"
The Animation World,Actually I hate coding but after seeing this video literally I loved this way of teaching...thank you
Chitra Deka,please continue this python series. iam a student of class 11 i greately need it
Just Moved On,Thank you so much for starting this amazing series of python. I am waiting for this course for a long time.
Gamers Forever,"Learnt the content of this video from some other video in 7 hours, 
This video is amazing"
Sanjay singh,One of the best I have learned python. Thanks😀
Vedansh Chugh,please continue python series and need videos on Artificial Intelligence and machine learning too...
ILM,"amazing teaching skills, God bless you,"
20_A_Prathmesh Naik,The video was very helpful for quick revision for python. Can you please make a similar video on DSA using python? It'll be very useful. THANK YOU
CpWith Dev,Thanks a lot didi for teaching us python in a convenient way
Laxmishankar Shukla,& one more thing please continue this series from begineer to Advanced.
It's my channel,"Thank you soo much sister , I enjoyed a lot by learning python in this channel."
Gouse,Continue this series and make projects that will help in our resume
Helix Dynamics,Plz make a complete placement course using Python. Python is the future and understanding dsa in it would be beneficial 🙏😊
Hasnain MaliCk,Your teaching style is quite easy in comparison to other tutorials I appreciate your effort.
