author,comment
Lakshya Saxena,Sometimes I wish I could watch Endgame for the first time without knowing what was gonna happen.
Light,"i still get goosebumps watching this now. 3 years later, this amazing trilogy will go on forever. I love Marvel 3,000."
Dragonlive,"The ""Whatever it takes"" from Tony. Just Goose bumps️"
RC4 EDIT,The trailer alone is enough to make me cry. This movie is emotional & epic . Gonna miss the old heroes.
MR. RODO,This movie was worth waiting 
Vauxhall,I was in varsity and the hype was just too much just like the movie was too much for us.
C _P,"So,

you’ve watched End Game and you’re rewatching the trailers."
Md. Tasfiq UL Karim,Still feels like yesterday 
deku nut,this movie makes me feel like a avenger too. man but nowadays i can’t feel the hype like i did for endgame for marvel movies.
Kingsley Boerz,"People in 2030, I hope you find this!
The pre 2020 time was the best "
Milzz,3 years later and it's still beautiful
Rushabh Mogarkar,Still gives chills everytime I see this 
onlyangel,This trailer is so epic I wish I could back to 2019 and experience this movie for the first time in the movie theater.
Lamas,"Honestly, to me the best part is when they went back to the battle of New York, where we see the scene where they assemble the first time, its just... nostalgic"
Becca,The hype for this film was like no other. Sometimes I like to come back and watch the trailers to remember. Forever sad that the film didn’t feel like it did justice for some characters to me. But I will never forget the excitement and anticipation. I hope one day we get that again
Taiye Young,"The wait for this movie was unreal I'm happy I was able to see the every MCU movie in cinema 

You kids won't get it "
Hardik Dongre,This trailer inspires me and the dialogues they deliver Feels like My Exam is Thanos And I gotta pass it one Last Time
First name Last name,I cant wait till endgame comes out!
Adam Afandi,"When you still remember each line of this trailer

I'm still worthy"
Original Gangster Cinderella😏,I miss Tony af
Rayyan Momin,Remember the hype the whole world have before Avengers Endgame
Allocard,"1 more month , and then this masterpiece of a trailer is 3 years ago. I really miss when I'm literally hyped for this movie"
Abdul Malik,"That feeling is becoming a memory ️
Thank you all the people of Marvel for giving us this once in a lifetime experience!
Whatever It Takes "
Kye Stevens,Some people move on watch another trailer.
Subhankar,Why am I tearing up seeing the trailer again today when I have seen the movie a 100 times already
Zaid Shaikh,"Nowadays the story of every marvel movie are on next level
But Marvel will never be the same"
a username,"It’s crazy to think that if Endgame was released this year, we wouldn’t have been able to see it due to coronavirus."
L Saikia,"Watching This Trailer Again And Again.
This Is The Best Movie Of All Time"
ASG SAKETH,"still after 2 yrs later ,this trailer gives me goosebumbs ️"
Pakin 86,2 years later. This still gives us the hype we deserve in this crazy world that we live in
cool,It's a pure cinematic experience. None of the movie will give you such a hype. Pure bliss
Sky Cheung,"I am a Hongkonger.I really miss this movie so much. That time when I watched this movie on theatres with full of people and the crowd went crazy and was screaming 
during epic fights."
JediAray,"There will never be another movie with the same level of hype as Infinity War/Endgame.

Edit: I was so wrong. No Way Home, has me so excited"
Rayinthere,"No movie has ever given me the experience this movie gave me, Even in no way home I wasn't at the edge of my seat like I was for this movie. I just wanna experience this one more time, This was a feeling I am GLAD to have experience"
Mxrvel,"feels crazy to think this was 3 years ago... the memories, the tears, the cheers and the whole experience is something i would pay everything to experience it again. marvel has made such an impact on my life and growing up with these characters is one of the best things ever."
Anonymous,Miss that Hype...
MoYnuL Islam,After years I still got goosebumps ️️
Pratyush Acharya,wish i could relive this movie in theatres again
Carson DuBrucq,Tony and Natasha saying “Whatever it takes” hits different now
lalaxbo,"Avengers Endgame was really something special and it was epic ! We will not see anything like this again for a long time and i loved how everything is connected in the MCU . 

What a Superhero masterpiece "
Whatever,"If you're watching this trailer in or after January 2021, you're officially alive."
FunVADER,"This movie literally made me cry and let me inform you , I have watched many emotional movie scenes but only a few touch deeply. This is one among them!
Love you RDJ 3000"
Wassim Zayat,The hype for this movie was truly a once in a lifetime experience.
Levi0nalt1,Wish I can experience endgame for the first time again. (UPDATE) Wish We can watch no way home for the first time again
Arthur,"Bumped into this randomly today. Feels good reminiscing about the time everyone was hype af for Endgame. I wasn't even a huge Marvel fan until around Infinity War, and even I jumped into the bandwagon. Still one of the best theater watches of my life"
T S Arun Sankar,Why do I still tear up watching this masterpiece 
JoyBox Trickster,When the internet came into unity to enforce not spoiling this movie was truly beautiful. And it was totally worth it. F for the people that got spoiled before watching it.
Aaliyah (Ah-lee-yah),"it's been 2 years now :((. i remember 2 years ago when i watched this movie in the cinema, people were so excited"
Hudson Russell,I remember thinking as I watched this “what is going to happen?” Never expected anything like it at the end. I would say one of if not the best part of any movie of all time.
Kevin Sv,Wish I could time travel to 2019
Dane Jeciel Gomez,It's 2022 already but I feel like this movie came out just yesterday. <3
FZ SHOTS,Only Real fans of Avengers watching in 2022 ️️️
squid,The day theaters turned into football stadiums
Boin_,What a legendary movie back in 2019. Marvel gave us the best...
JefFer_PoRk ＰＬＡＹＳ,It's 15 march 2025 today. Keeping record of everytime I revisit this masterpiece
Imtiyaaz Ahmed,"Thank you marvel for creating this masterpiece of a movie covering the past decade of the mcu, giving it a satisfying conclusion which broke our hearts and left a scar forever that will never heal but at the same time it gave us hope for the future of the mcu. After this movie, the mcu has changed forever and it definitely has. NWH and Endgame are both experiences which cannot be made again, it is a once in a lifetime event."
Abhinav Singh,It's been 4 years but still got goosebumps let's see if we could see the Avengers in future
Elliot Prem Art,The hype for this movie was INSANE and the movie delivered its always nice to watch this trailer and remember the times my friends and I were talking about this movie so much . But No Way Home may have had more hype both of them are really good movies
Dylan G,The hype when the movie came out will never be matched ever again. Unbelievable experience
Blackout MVs,The hype and excitement for this movie is something that will be very rarely achieved
Beepu Avich,"Watching the trailer again after two years 

Me: It seems like a thousand years ago"
Akash Chhoker,We witness the historic journey of the avengers .. 2 years ago and it’s good to came back and watch this trailer again
VaderMemes,"Time passes by quick, I remember heading to the theaters, the hype was unreal with BOTH of the theater rooms packed with people (endgame played in BOTH theaters). A long line, and a long film. It’s still hard to believe this experience was 2 years ago, a masterpiece has never gotten to my fingertips like this before."
Ankit Kushwah,"It is  2022 jan ,still this trailer give me goosebumps"
sankara rao bommana,"Such a movie which we want forever, really goose bumps"
Tiktok update,2022!! still miss you avengers! especially tony MARVEL ENTERTAINMENT THANK YOU FOR THE GREAT MOVIE OF ALL TIME ...(also the spider man nwh)
Sunita Devi,"Some people stop watching trailer after this movie 

But not us."
Abhinav Bhateja,"For True Marvel fans this is not just a movie it's an mix Emotion of 11 year's .
People are happy that MCU is Expanding & Improving ,
BUT SOME PEOPLE MOVE ON BUT NOT US .. NOT US .. ! ️"
Samurai_Cl4N,Guys let's all be grateful that this happened we witnessed the downfall of thanos and his army we all wish we could go back and watch this for the first time again but I'm grateful of the memories I have of these movies thank you Marvel
Bully Maguire,Unfortunately I couldn't join this fight but I still got the moves in No way Home
Jason Cole,"3 years later,this is still the best trailer I've watched"
Chloe Cordero,i watched endgame like 5 times before without context (haven't watched or understood any of the marvel movies I watched) and i cried so much 5 TIMES. Now I'm going to watch now that I have watched all the marvel movies so wish me luck huhu
ChildishCayde,"20 years from now 

Son: “dad what are the avengers?”"
Anirban Halder,This movie hype was on another level️
Danny Kennedy,I will never forget how excited I was to watch this movie
Nizar ELMESBAHY,"Avengers : Whatever it takes 
Me : It takes a lot of things"
Jessica Clark,I still get the same chills 3 years later.
Chris Lewis,I knew when captain America tightened his shield that at that moment he was going to be close to death.!!!!!!! I just knew it even before seeing the movie.!!!!!! awesome times historic event.!!!!!!!
William Horner,"“None of us can go back”


That hits different now."
Genepool,"The ""Cap is worthy"" and ""On your left"" scene are the two of my most unforgettable moments in cinema. The theatre crowd was just roaring and I'm trying to hold my tears back. It was epic."
Kartik Sharma,"People: Why do you keep watching a trailer released over an year ago

Me: Some people move on, but Not Us."
Ninbrine,3 years later and this trailer still gives me goosebumps
Leg3ndYT,The hype of this movie was like none other.
Arjun S.,I miss this good times when this movie was the biggest hype in the world
Indian Atheist,"You just can't compare Endgame and no way home.
Both are legendary movies"
Babyrani,Love you Marvel 3000 ️
George S,The Mcu is one of the reasons im happy to be born in the 21 century
Rio the Leader,Still goosebumps 
Myrddin Wyllt Emrys,"I remember watching this movie in Theatres with my best friend and I, we made x2 more friends that night in the theatre and went out for drinks afterwards and to this day all 4 of us are best friends. "
Mason C,This was too good and I'm worried about the future of Marvels if they can do anything better than this.
thekidtrey,"So I was late to see this movie in theatre, but it was still packed to the brim. The Audience was still going crazy to! This movie was the pinnacle of epic!"
GIVE ME A GOOD NAME FOR MY GAMING CHANNEL,I'm hoping for an avengers return. I miss them :(
Gdashfan13 GD,The worst part about this movie is that it ends.
MKJ,"I still remember the hype the time this trailer dropped
There was so many posts on Instagram and Tony stark was shown at the last scene and that blowed up on some pages like crazy af ️"
Faraz Ramzan,Even after 3 years it still give me chills
Furkan,This movie was so good that I had to watch it a second time at the cinema.
Diana Barnes,I wish I can wake up to the day this was released. The hype this movie got was really a once in a lifetime experience.
The Avengers Fanatic,The Hype For This Was Like No Other Movie Ever Before
Kirby,"“God, that seems like a thousand years ago.”

Me thinking about this trailer in December 2020"
2Antony,"I wish I could go back in time and experience this movie for the first time, all the build up for 11 years, since I was 8, was so worth it. We really live in the best timeline"
Mahamed Hassan,"2019: ""omg we can't wait for endgame!""

2020: ""we're in the endgame now"""
Shubhziee!,"i still remember, the theatre went crazy, thanks Marvel for making our childhood amazing!"
nolimitstacko,I always come back to watch this legendary trailer
KW,"ah yes
i remember watching this in the theaters, this is a good movie but its sad to see this is the last avengers movie"
vansh tibrewal,'Whatever it takes' The line gives me another level hype regreting of not being a Marvel fan before this film release i also wanted to feel that hype before this movie was released
奈—,"End Game was a awesome movie 
Still remember that day"
Carlos Herrera,Tony’s “Whatever it takes” hit different after watching the movie
Brandon Salinas,Came to pay my respect for this historic masterpiece. I wish I could relive this movie experience again!
best_gamer,Ahhh.. I can't believe that 2 years have passed since I've watched this movie! I mean it is such emotional thing to say but this is life and everything changes day by day! Will never forget you iron man
rol ex,A moment of silence for the future generations who didn't get to experience this one in a lifetime hype and theater experience
Amber lynn,I didn't think Tony was gonna die 
38_Shridhar Dhende,Still gets goosbums 
Bailey B.,The worst part is we’ll never get to see the ORIGINAL 6 avengers together again…..
Naim Pasayev,Amazing 
Дия _ miii,still goosebumps ️️️
Daris Phillips,"this gives me chills to this day, loved this movie!"
Roopnarine Deonarine,"I remember watching this movie in the theaters and hearing everyone watching it getting so hyped 
I wish I could relive that experience"
Milzz,3 years later and it's still beautiful
Just Thinking,"""Part of the journey is the end""
- Tony Stark"
Aryan kaushik,The trailer itself is so good. I am feeling nostalgic
Football,"“The world has changed,and none of us can go back.”


They weren’t wrong."
John Marlon Dee,it's gonna be number 1 movie again in the near future and no one can surpass it again. the real number 1.
Rishi Rocks,Still getting goosebumps watching this trailer 
AGAMER94,"The level of this movie can't be reached by any other movie, even Marvel's future ones..."
BEST free SEX dating site - 𝐃𝐀𝐓𝐗𝐗𝐗.𝐂𝐎𝐌,"It's been 2 years going 3 years. And yet, this movie and trailer still gives me chills"
Raghav Sethi,"Caution !!!!!!!,,
You will get goosebumps after this trailer !!!!!"
Mr.LightzPlease,"2019: the World has changed
2021: the sacred timeline has changed"
Aidan Kalombay,The things I'd do to watch this for the first time again
Rayan Fysal Rahman,"Even miss the emotional damage of watching Tony Stank sacrifice himself 
I can't believe we thought 2019 was a bad year, it wasn't super great, but the movies that came out were phenomenal. 

I MISS THE 2010's :("
Isiah_Ze_Gamer,"“At every page, is always another Chapter… However, when you reach the end of a book… The Story must come to an End”"
ExquisitorPeter,“the world has changed” yes it has the last 2 years since the hype for this movie
Игровой Ютуб,i get goosebumps when I watch this ️
Sevi,"""Whatever it takes"" will forever be iconic."
Gaming Op,"""Whatever it takes"" gives me goosebumps"
Dark Phoenix23,This movie made my day when it came out. I was so hype when I saw it
Solo Walker,The pain we all suffered from infinity war to endgame that one year was just 
Isaías Silva,Foi épicamente épico.
Venkateswara Rao,3 years for this masterpiece! 
Kaushal Shukla,"can't believe it has been 2 years, still feels like yesterday."
CD 360 X,The trailer that paved the way for the best movie of all time...
Jar Jar Binks,Can we just take a moment to appreciate everything the Russo brothers have done for the MCU. Every movie they've made has been immense so far!
Connor Keener,I got chills watching this trailer again. Such a great event that this film was.
Naved Khan,When I first saw this end game trailer and infinity war trailer and when I see it now ....I still get teary and goosebumps
Benunistaycovs,That time when the whole superheroes come together. LEGENDARY
K2 Vlogs,Still got goosebumps after so years
Tom Aniston,2 freaking years and I still cry after watching Infinity and Endgame trailer and movie !!!!
Connor Shields,"God it seems like a thousand years ago

I walked into that movie theater "
Mark Cloutier,One of the best movie series of all time including all individual films. This trailer still gives me goodbumps. I've seen endgame 100+ times and it's still soo good. I was a little upset knowing it's over :(
TheProDylanIsBack2022,I miss the hype for this movie! This movie is one of Marvel’s best as it payed off 11 years of the saga and character arcs! I loved this movie from beginning to end
Bhagya taneja,I wish I can go in past and see this masterpiece again on cinema every body wants that
Raghav Sahasrabudhe,"Even after almost 3 years, I still get the chills"
Metilė,I remember when I was so exited for the movie and I thought what will they do when they get everyone back will Nat finally find love will Tony get his happy ever after will Thor marry Jane and be  happy will Clint just enjoy his life with his family will Bruce accept the fact that he is hulk and just live with that will Steve find love again. I didn't think that Tony will decide to snap his fingers Steve will become old and that Nat will decide to go cliff jumping I mean in a way they did get what they wanted Steve lived happily ever after with Peggy Tony had his family and Nat well in a way I did think there is going to be a way for her to come back but I guess some stuff just remain in our imagination this movie was rollercoaster of emotions and I rewatch it every month and cry as much as I cried the first time I saw it maybe even more . This movie was honestly one of the best movies in the whole mcu
Rayyan Momin,Doesn't feel like this trailer is 1 yers old.
D00P!,Infinity war to endgame was such a good time to be alive
Sisi Bubu,I'm getting goosebumps even after 3 years
M.Bhuvaneshvar 9 B,i have the same hype when i see the movie in 2019 miss u iron man
MetaZach,Just watched this in 2022 for that special “feeling” . You know what I’m talking about Marvel fans.
Randy,"Good old days when we didn't have to wear masks 
and social distance and watching with friends and other people cheering
now the would become mad."
Rayyan Momin,"One year since
-Tony Stark died
-Captain America hold the hammer
-Avengers last assemble"
Prema Venkatasubramanian,One word Goosebumps 
Joe King,I can’t get over how good the music is in this trailer and in the film
10:Guna Sekhar,We need movies like this at least every 10 years
Ram Kishore,This trailer gives me goosebumps always 
Oun,2022 and people are still watching this trailer. The hype for this movie was insane. Shattered all previous box office records of multiple countries
akhil elvin,"3 years now, between 2019 and 2022 I learned so much"
Ruben Evander Lie,"I Couldn't stop thinking about this:
Imagine mcu ends with all the multiverse being destroyed and then in the post credit scene we see tony talking to the soldier in the military car again and it turns out the mcu was in a time loop all along"
KellyTheMarvelNerd,"When Thanos snapped, it damaged the gauntlet.

When Tony snapped, it damaged my heart."
Galaxy Gamer,We all have emotions in this movie and all old marvel movies
gumball,this movie is so legendary i miss the hype so much. it’s the best marvel movie in my opinion
Shashwat Kesar,This trailer still gives the goosebumps 
Khalid HSH,"I remember I went three Days in a Row to Cinema to watch this Film every time I had the same Feelings, this experience will be never replaced, was amazing Times"
Leoncoolboy 123,we are all lucky to experience this masterpiece
NoSpeaking YT,99% of people watch this trailer have already watched the movie.
ẞ∆KA,Still gives me goosebumps
Elite Studios,Bro Thor looking at storm breaker with lightning looks dope asf sad it wasn’t in the movie
Brandon Moore,Avengers Endgame is my number one favorite movie
Saksham Sharma,Hype of this movie will never end️
Status World,"I miss Tony stark 
He is the half of avengers"
alexangel,I feel like Tony and Captain America reuniting will be the tear jerker of the movie
Adrita creates,Pls bring me back to this era.I would do anything to experience this era again
Emily Karina,"Who else is trying to recover after seeing the movie? BECAUSE I AM. Love you 3000 Marvel, great job."
Ndabz,2 years later and I still have chills watching this
DaCousins!,These are the true avengers that will always be in my heart. I just cant accept the new ones :(
Devismita D.,"God that 1 year that I was waited for this movie was so painful man ️ and still I am stuck with this movies trailer ️️️️
Love you 3000 times but dam u MCU️"
Gogo Skae,All these years later still getting goosebumps ️
Jarvis,Iron man we lost u but the proof that Tony stark has a heart gave u a place in everyone's heart️️
Pkmn Trainer Shadow,We need to come up with a time heist to rewatch this movie in cinemas again. Who's with me?
Ancient Warrior,3 Years and still can't recover from fact that i will never see downy in that suit again
Ameen Abdul Rasheed,"I remember watching this trailer, and it was the most insane trailer ive ever seen
does anyone remember about the rumour in thise days that this movie is going to be called Avengers:Annilation lol.
Whenever i watch this trailer it is nostalgia coming through..."
ABDUL MALEK RAYHAN XENO,I want old marvel Backkk
Krish Verma,A movie that can never be forgeted but also sad that it's the final
Tunisian Vocabulary ..,This movie came out on my birthday
Father Bean,I'll sit in that theater for all three hours and still watch all the post credit scenes. WHATEVER IT TAKES.
Amber Yadav,"I literally lived through all of this hype in real time and went to watch the movie in theatres and wasn't a marvel fan. I had no idea of the true and real glory of this movie. Now, 3 years later, I AM a Marvel fan and oh god what I would give to be a fan and witness this again."
Marcos Camacho,Goood 3 años de este epico trailer
YahyaShei,"To me after this movie, the true MCU was over I just can’t get myself to like the other heroes that they are bringing in."
txtlvr,this trailer still gives me chills tbh
Myothura Oo,Still Masterpiece.
CrisDen,"“A thing isn’t beautiful, because it lasts.”
- Vision"
Sanjana,"Still getting goosebumps for this trailer... ️""Whatever it takes""
Felt the same theatre vibes in ""Spiderman:No way home"" ️. 
Can't get over legend movies like these! "
Sairaj Pai [Thanos],"Avengers : Whatever It Takes 
Eternals : Yeah, Whatever"
The Film Watcher,"“The world has changed. None of us can go back. All we can do is our best, and sometimes the best that we can do is to start over.”

This is the perfect allegory for our current year of 2022."
Subham Choudhury,Its been 2 years but i still got goosebumps everytime 
Debopop Or hypersaiyan idc,Let's keep it accurate: we all screamed when Captain America screamed “Avengers Assemble!”
Alyena Hoy,Fun isn't something one considers watching a trailer 10 times in a row. But this... Haha... Does put a smile on my face.
Olle,"Probably the best movie I’ll ever see, we’re lucky y’all"
Ravi Manhotra,I really miss the days when I was so hyped for the movie
Ayush Pawar,Masterpieces will stay Masterpieces even after many centuries
Rogue Guardian,Thank you marvel for all the amazing stories. Don't know what I do without you.
Spoony Rumble,3 of the 4 people who say ' whatever it takes ' in this trailer are the ones who die/leave the MCU.....and the one who did not die ( Clint ) had to sacrafice his best friend....Whatever it takes indeed.
Cassandra Ilagan,When I heard about the trailer I'm so excited to watch this Trailer  I miss that experience
Aryan kaushik,Ooh God please reverse the time so I and other people can feel this thing again
Parquito,"Iron Man: ""gosh it seems like a thousand years ago""

Me watching Iron Man 1 day ago"
Joey Rose Huit,The one of the life time moments I miss in my whole existence is the fact I didn't watch this on cinema. Where the hell I am in 2019.
Dhairya Patwa,"Every moment I watched this in theatre it was on fire 
Epic Legendary and Breathtaking"
Impolitic FOod 9 ♤😜,The music still gives me goosebumps
Rajat Nandal,This trailer brought me back everyday!!
Sayed Afredi,Marvel Studios Awesome
Hisyam Nct,"Thanos : ""I'm Inevitable.""
Stan Lee : ""Don't Make Me Come 
                   Down There You Punk!"""
Chirag Rabari,"It's Not Just Movie It's Our Emotions, Love From India "
Alex Chan,"This trailer was a year ago, doesn’t feel like it."
The Robloxer,When you realize that you will not have the same excitement of watching this movie for the first time
Dixjm,3 years later. I STILL get goosebumps also recommended 2022.
Arjun Rane 😎,Avengers will be always on Top  ️ Chris Hemsworth (THOR ) my favourite avengers HERO
Jamil Amarti,This trailer gives me all the motivation I need in the whole world . WHATEVER IT TAKES
Jireh Jacques,People who were not alive or to young will know never know the hype for this movie
NoSpeaking YT,"Normal people: we watch trailer before movie.

Legends: but after movie too."
Sai Jaswanth,I'm still having the goosebumps 
Athish Athish,It's 2022 guys....And there is still a hype in me So long...!
Pranav.M IX-B,I still remember walking from theatre of infinity war me and my brother was hype for Avengers 4 the year gap between infinity war and end game every were in YouTube there is lot of rumours about this movie  it was a once in a lifetime experience man missing the days
Pratham Jadhav,I m glad I experienced this movie in theatres 
Asif Kalim,"No need to mention the date, legends will come here everyday every month every year️"
33 Omvardhan Mishra,Remember those days when we were hyped only for the title 
scruffy makaveli,I wanna watch this movie for the first time again.
marvin bell,This trailer still gives me chills
Ankith Mankunnu,Still goosebumps.
Demigod JB,"Mann I always feel so emotional when I thought and watch this movie  . When you've been through with Marvel and all this great actors and their characters for 10 years , you're gonna cry when Cap said the most classic line last time ."
無題637694,This trailer made me so hype in theater that I even forgot what movie I have watched.
Mr.CL,"No worries guys, spiderverse is creating an acceptable similar amount of hype too (No Way Home will be awesome too)"
Dark SHADOW,"I remember watching this trailer over and over again and tell I memorized the lines
Good times"
RagingCool,"yo, black widow and tony are the last to say whatever it takes... 

It was right there but we never even knew it"
Sakhi Khan,It still give me goosebumps in 2022 
Mawile,"Well, it's been what feels like a thousand years since the hype for endgame and infinity war, it feels strange to come back to them and think that 20+ movies would lead up to this, probably one of the best finales to a movie franchise(for a while at least it was)."
Christian Blas,"Can't believe that this movie is already 2 years ago, still gives
 me goosebumps, whatever it takes!"
iTz Angel_YT,I will forever remember and appreciate the memories I have of Avengers
xXxLegolas007xXx,Endgame and infinity war made cinema history.
sammm,"2012 Wow I hope I can get Thor’s body shape


2019 I did it...."
AshBasu,"Since 2019 the world has actually changed :,)"
হিমু,Oh My GOD!!!!It still gives goosebumpsWhat an experience it was!!!!!!
Azad Md. Abul Kalam,I watched the movie long ago.but the trailer still gave me goosebumps
LadyRedBlooded97,"It seems like yesterday i watched this.

And I'm still crying everytime i rewatch this "
Kennymo,Hearing “Sometimes the best we can do is to start over” hits different now
Ariel Hilario Jr.,I love how even their trailers have post credit scenes
BK,I wish I could go back in time and watch this for the first time again
JRsport,"I can't forget the day when this video trailer was released and I can't wait to watch the movie, I was so excited and after watching it I was really heartbroken and till now whenever I think about it just brings me sadness the whole day"
Surya Ramprakash,"It really has been 3 years, but it still seems like yesterday I watched this flim on Saturday, the day after it came out 
We ️ u 3000"
Hello Guys,Our future generation won't be able to experience this masterpiece in theatres. We got the chance to witness history
Triforce of Wisdom,"What a beautiful, funny, emotional, and amazing film?!"
SBNA Productions,“The world has changed. None of us can go back” really hits home in 2020  
MeDSeG Gameplays!!,Seeing natasha and tony saying whatever it takes now ufff gives me chills
jake seligson,There is no way that the MCU can ever top this levels of hype
Ghaniyah Gala,"Godd i love them i love this movie even after these years this trailer and movie gives me goosebumps..
hats off to this movie,cast,crew etc etc.......words can't fit.It'll surely will not fit the word limit of the comment section."
Niji,"This movie is so breathtaking I sometimes feel like I am looking at a close up of a beautiful painting, but all we have to do is zoom out to see the full picture! The hype is real! I wish I could go back in time and erase my memory so I could watch this all over again in the theater and experience what we all experienced in 2019…. Just one more time!"
Cody Baker,If they ever come out with a thing that gets rid of certain memories I would forget this movie and like remember infinity war and watch endgame again I watched it with my dad and it was just a great night also pre COVID it was fun
Landon P,This is my favorite movie of all time. Good times.
ashmeet arora,it still gives chills ️
RedX Too,"I absolutely love how they are still not giving away anything major when it comes to the plot.

The hype is real!"
Rashmars,"The fact that No Way Home had the same hype, and the fact that they both delivered. 


And also the fact that we all were screaming at the portals scenes in both these movies"
Arun Srivastava,A perfect trailer 
Dhyan Chauhan,"My grandfather said this to my father
My father said this to me
And im gonna say this to my kids
""This was the best movie of my time"""
Raja Sekaran,After seeing every Marvel movies don't just select that is the best..... Just see this mass trailer once you will instant regret yourself ..... Missing this film 
Sabin Sunil,Nothing can replace this masterpiece...
Chris Morris,"When this comes out, I'm going to watch it more than once.





Whatever it takes."
Aaditya Tanwar,"I just want to go back in time and want to rewatch on its first day premiere ! That hype, that moment! Still can’t forget it !"
surfyn,Marvle always puts out the best trailers
Just Jordan,"Infinity war/Endgame: defining moment for the MCU.
No way home: defining moment for spider man."
F1 Clips,"""Engage all forces and get this"" editor a raise."
L Saikia,Watching This Masterpiece Trailer Again And Again. This Was The Best Trailer Of Hollywood.
Nithidaya SJ,"Admit it...
U will get a goosebump, Whenever the theme music is played"
Andrew Chen,Who else loves to come back and watch these trailers again?
Lucas Martin,"After eleven years we have reached the final part, it has been an incredible trip and I am glad to have lived it. WHATEVER IT TAKES"
cow 🐮,Sometimes I come back to this trailer just to get the chills
Raider,I remember when this Trailer Came Out We Begged Our Teacher to Play it Most Hype Feeling Ever.
jan alleman,who is just here because he wanted to feel it one more time
Bhagya taneja,Every compliment is less for this masterpiece mcu series
Gennie Deckssar,"“JAMES CAMERON”When you see the director of and you see only epic title...

TERMINATOR "
