author,comment
Sandeep Dangi,"I love the way you teach madam....It was wonderful experience to learn from you....pls continue it to advanced level(adv_python_course)..
We always be thankful to you...🙏🏻🙏🏻"
Saurabh Nemade,"Thank You Mam, for coversing so much topics in such a short time video and easy to go through in quick glance.... A big thanks to @Apna College as well..."
faisal khan,Upload a full python course with reference to ai and ml . This video help me to recall all the functions
Bhagyesha Khairnar,The video was awesome! A video on Machine Learning and Artificial Intelligence would be really really appreciated!
Kush Anand Adlakha,Can you please make a detailed video on regular expression and matrix in python and also explaining the importance of regular expression on industrial level ??
Surjeet Raghuwanshi,Your explanation is  very easy to understand 👌 and thanks for your creation 🙏🙏🙏
Shovon Kumar Ray,Thanks for the tutorial and keep uploading further impactful lessons concerned to this
Ashutosh Kumar Tiwari,This video is awesome. seriously its cover in a best way and with best quality content. Trust me I'm from commerce background and I'm learning python for my career upgradation and when I'm watching this video I feel like I'm from IT Background. Good work team and please make one more video where you can cover python from beginning to advance. Thank You.
064_ Saikat Banerjee,"Seriously ma'am , such a great video of beginners in python language... please continue this series"
Vidhan Rathore,Thank you so much to the whole team for making an amazing course for us.
Himanshu Pawar,"The intro,video editing, explanation by Shraddha didi everything is amazing in this video!!!"
SRISHTI SINGH,Didi you have taught amazingly cleared all my concepts in such less time. Please upload more videos for oop concept and machine learning concept. it will be very helpful.
Rishabh chauhan,"I'm really excited to learn this language. 
Thanks 😊"
Aditya Jena,"Shradha dii,,, I learnt a lot from this video. It was really helpful for me.. Also please make further parts to this video regarding what all we need to learn next. Thanks!"
Reena Sharma,I m in class 10 ( beginning in the world of coding) and after watching this video I am feeling like proo 😍........such a great explanation
Arsh Narula,"Thanks a lot, learning so much from you ma'am, your way of teaching is amazing"
Utkarsh Dubey,"Ma'am your way of teaching is outstanding. I learned all basic concept of python in just 1.5 hrs. Unbelievable

Thanks for your teaching  👍👍👍"
siddhartha lele,"Amazing Tutorial , THANK YOU SO MUCH !!!   Please create few more like these ..."
Aswin PS,Your notes are so good ❤️ thank you so much
sonam mishra,"*1st time i watched more then 
 1 hour videos in one
 sitting and also not feeling boor such a great teaching method Humble Request make more vidoes on python basic to advance*"
Great learning for great life,Complete basic revision ❤️ Thank you ❤️❤️
Yogesh Noob,Please continue this python series and cover  the development concepts
Digiflix India,Didi please teach Machine Learning by taking the help of Mini projects because by the help of these mini projects we can able to perform these concepts in real life
Mr. Vizel,"Di, loved ur effort.u r really doing a great work. 🙏It's really helpful for me 🙏❤️"
Saikumar,Python doesn't teach you basics of programming language. It's very hard to learn other programming languages if you choose to learn python as your first programming language
Mohammad Zaid,"Didi you've explained python so well, please make a series on python from beginner to advanced level your videos are really very helpfull 🙏🏻"
Adarsh,Actually I am from non IT background and doing DATA SCIENCE course. This video really helped me a lot to understand the basics in a quick shot. Thank you :)
Yash Vardhan,"Great Work!!! Keep it up
Even my college lecturers can't teach that good."
Lunatic,"At 17:07 can we not also use , (comma) instead of + for printing the name with the string in the print statement?
Like print(""Hello"", name) 
the output would be the same, i.e., Hello name"
Malhar Patel,"Omg didiii!!!!❤️❤️❤️❤️❤️❤️
you don't even have an idea how much help you've made to me by creating this course for free 🔥 
I'm in school right now and taken c.s. but my c.s. teacher's tuning isn't working for me but aapke sath boht acha laga 🙇🏾‍♂️✨✨"
Shakira Shaikh,Awesome tutorial must say...! So clearly understood everything damn 💯
Abhinav,"What a great coincidence it is
 Today i decided to learn python and right now search for python and on the same day. Aman sir uploaded python course"
Rishi Grewal,Hii shradha...This beginner video really helped a lot.. Please do continue this to advance level...Thanks🙂
Shruthi rao,Shraddha di your way of teaching with such a pleasant and smiling face makes evrything easy to learn. Thank you for all ur efforts!
Muhammad Saqib Shah,"I've done all of it. It was wonderful.
Fabulous 😁
Thanks for teaching us."
Hima nsh,"@Apna College  Hey, No doubt great course, I was wondering is this sufficient for Scripting in Python? or do we need to learn more advanced things to be able to write our own scripts"
Ashutosh Kalia,"At 23:24 u have actually made it difficult for students instead of converting sum variable into string type...u can instead use coma(,).which will would give same result.."
Arshpreet Singh Bedi,can u plz consider giving outputs also in notes.would be pretty much helpful to imagine and grab everything
Aum Kadam,Need a complete course on this too 🙏🙏🙏
EliteTarunYT,"Love you, thanks for teaching and making me learn this easily. Forever grateful to you mate xD :)"
Vishal Rai,amazing! now we need advance version of this course please continue
Talha Raheel,"amazing tutorial ,and your teaching style is so good ,I wish you can make video more to python."
Ghost Gamer Pro,Everything was super awesome im just studying before test i  got all the syntax and functions revised and understood more accurately. I just wanted to ask you miss sharaddha is python good for block chain development and really appreciated the lecture. I will be thankful if you reply my question.  <3 ♥
Aryan Sharma,"Believe me, This course is bery easy and very helpful i watched 3-4 courses and i didn't understand, but after i watched this course i learned it now i am discord bot developer, Thanks shraddha didi amd aman bhaiya, Thanks 🙂❤️"
Sudhanshu sagar,"Thank you di ! I am damn sure that  I  have to watch it atleast 2 more times for complete memorisation. Thanks a lot for  giving such good content and education...........  Currently I am in Chandigarh University but they also don't give even half of that.they simply started from file handling in python, which was really frustrating and not understandable"
venkat vlogs,loved your way of explanation. maintain same enthusiasm as you are doing. i did not felt bored even for a sec. too good.
Saleha Shamim,Its really easy to understand. I think my teacher took 1 year to taught us.
Lunatic,"Please continue this course till advanced level. 
It was very helpful."
rahul kundu,"Advanced python... please please please... This one was really awesome, killer lecture"
Leo Messi,Please continue this lecture with advanced topics (python)
Sadaf R Shaikh,Thank you so much for such content it helped me a lot for brushing up my python concepts.
Sometruths_of_life,"Wow you are really Amazing😍 teacher, your explanation its awesome👏😊 please next video make on php language 🙏"
Skyscraper,"Thanks for the video😋😁..., well I know every part of this video except continue & Break and this was very useful for me to understand this part ..., Thanks a lot."
Dushyant Sharma,"thanks di, 
I was able to understand python easy due to this  video  
and yes please continue this series
 its much helpful."
Arsh Srivastava,"Waah didi i love ur way of teaching it is looking to be so easy for me first time😇,thank you❤️.."
Cook with Vaidehi,"HI mam thank you so much, please upload more videos on python please we are really learning from you, and also about data scientist interviews and prep"
Siddarda Gowtham,Really loved it helped me a lot please make this type of lecture on flutter
Sahil Patel,"thank you didi for making this course 
we got some basic knowledge about python now we can move on and explore some new topics and in some time some new fields too"
Swati Verman,"Its great, plz also make the python video as same as c++ full course."
Motivational Skies,"@Apna College dear valuable brother and everyone pls make python and other programming languages like c, c++ from beginners to advance level. i really liked the way you guys teach. Thank you very much @Apna College"
Aman Baghel,"Please make a video on C language as well , it will be really great help for the freshers in the college"
Vidhi Kejariwal,Please continue the python series i am in class 10 and my brother told me that after 5 years everything will be in computer and in computer language
Meet Vora,this is so useful 👍👍👌...for the first time i've completed a language tutorial in one shot 🔥
Iqbal Qureshi,"Mam I installed pyscripter by watching from  beginning  tutorial and after sometime as you installed pycharm i aslo did .so, what to do now with pyscripter  should I kept it or uninstall it?"
Aryan Kumar,Thnaks mam...for this lec was waiting for such awesome lectures
Elixir Motivation,"53:06 thanks a lot didi, for explaing this concept with so much ease I don't know why I always stuck at these star pattern. thanks once again"
Vijaysing Dobhal,Please continue python series from beginner to advanced level 👌👏
PRINCE 9.0,In program (To print sum of two numbers) we will use int function before input function so by this we don't have to convert string in integer value.
Bavan,Please make a DSA series for this language also
Kunal Diwakar,Yess please start a python detailed series for class 11 maybe you don' t have time to start a python course but it would be beneficial for all of us
Shreya Tiwari,"I'm depend on you diii🙏
I'm not taking any coaching class for coding I'm learning it online....
This lecture helped me a lott..
Please make a detailed series from basic to advance level for python..🙏"
Ayswarjya Sinha,"Hi Shraddha Didi.. fist of all thanks a lot for such a wonderful explanation of this language,... I an a network engineer and I am trying to  learn python to automate few regular operations : listing of IP addresses etc. can ou please help me"
Vansh Sikka,"Want Oops in Python to continue competitive programming...👍👍
Please continue the series.. 
Don't use BREAK Operator. 
Use CONTINUE Operator. 🙂💯"
Vijaysing Dobhal,Please continue python series from beginner to advanced level 👌👏
Mood Changer Boys,Well Done team Apna College... Your way of teaching amazing 👍👍
Shri Ganeshaye Namah,"Please didi, we want only PYTHON series from basics to ADVANCED level🙏🙏🙏🙏🙏🙏🙏🙏🙏 
Thanks a lot"
ROHIT KSHIRSAGAR,Thank you So much mam for this wonderful and very informative video of python..
Madhavi Ch,"Please do a video on Oops concepts  and data structures  in python, so that many students get benefited.."
Manorma kumari,"Way of teaching, really l love the most di❤️...keep make more video on machine learning topic 👍"
vikalp nag,"Shradha didi please make a oneshot video on C language for a quick revision ,and thanks alot for this python tutorial...it helped me a lot in understanding  all the concept :)"
Devansh Singh,"20:53 It is said that we can convert string to boolean. But if boolean can contain only trye and false, how does it work ?"
Shivam Mishra,Didi could you please make innovative project tutorials with python
Pratyush kumar Sahoo,Please continue this chapter and solve some complex programs as examples.
ShivtechViral,Absolutely loving the way your creativity in teaching ...keep doin didi ... ❤️👍🎉
SANKET,"@Aman bhaiya and @Shraddha didi . TY so much for this revision course . Aapne less time me saare concepts kaafi clearly btaye .                       

It is a request to the team to pls start a course on ""how to prepare for interview rounds "" ."
Varun,Best lecture for basics of python - MOST IMP BASICS🔥🔥thank u didi
Mayank Patel,"Amazing content 👍
Well explained......❤"
Akriti Gautam,Thankyou mam for this wonderful tutorial.
prasad panchal,Thank you shradha didi for making this amzing python video with lots of love. Thankyou so much .☺️👍🙌
Raghav Aggarwal,"Very well explained,thank you"
Buddha Bhai,Continue python series from beginner to advanced level and cover up everything please.
Satish Patel,Thank you very much for important lecture on Java😅😁
𝗧𝗮𝗿𝗴𝗲𝘁𝗽𝗲𝗱𝗶𝗮,Please make a video for computer science class 12 term 1 🙏
Vijaysing Dobhal,Please continue python series from beginner to advanced level 👌👏
debabrata bepari,"Please give some more python learning videos to to advanced level,, please give lot more videos 🙏🙏 and also give some videos related R programming language"
ShahSawar Afridi,"its very amazing python learning video , but Ma,am Plz Upload Complete Python playlist Zero to GUI of Python, i will be waiting of this complete python  course at Apna collage channel , basic to full advance 
, Regards : Shah Sawar Afridi "
Ashish Singh,please make a well structured course on py also
The Animation World,Actually I hate coding but after seeing this video literally I loved this way of teaching...thank you
Chitra Deka,please continue this python series. iam a student of class 11 i greately need it
Gamers Forever,"Learnt the content of this video from some other video in 7 hours, 
This video is amazing"
Nishu Pal,"You are great teacher....
Please make a video on Python OOPS Programing and Web development using Django"
Sanjay singh,One of the best I have learned python. Thanks😀
Afshan Khan,My first reaction after seeing it was 😃😃😃😃
Techno,"Make a complete Video on Python ,You are so great teacher Ma'am😊👍."
Vedansh Chugh,please continue python series and need videos on Artificial Intelligence and machine learning too...
ILM,"amazing teaching skills, God bless you,"
CpWith Dev,Thanks a lot didi for teaching us python in a convenient way
Laxmishankar Shukla,& one more thing please continue this series from begineer to Advanced.
Kolkata knight 17,Hi
It's my channel,"Thank you soo much sister , I enjoyed a lot by learning python in this channel."
Gouse,Continue this series and make projects that will help in our resume
Hasnain MaliCk,Your teaching style is quite easy in comparison to other tutorials I appreciate your effort.
Vijaysing Dobhal,Please continue python series from beginner to advanced level 👌👏
Find Celeb,i request full and detailed course of python who are with me? sharaddah didi kindly make a full course for us your job is well managed and easy to understand
Qasim Shaikh,"Thankyou so much for making this Course I am waiting for this for a long time
Again thankyou so much shraddha Didi and apna College team."
Manish Suthar,"Very well explained , please continue the series. Also make video on django framework"
Owais Chaudhry,Really appreciate the effort ♥️♥️
Sameer Hayat,"Please make a guide on A.I and machine learning using python .
Thanks !!"
Saraswati Medankar,"Didi while trying that repetitive (i) program that code hit 1 million lines..😵😵
After that pyscripter crashed..
But I learned many things Thank you very much"
Dev Op,"It's really not expected from your channel to ignore Linux and support Windows and Mac.

If some student is on LINUX for interested to use them, you are those kind of people who will tell the right path but will never insist or suggest to use desktop Linux not the server one!"
BIVASH MANDAL,"Mam please creat videos about python on each chapter, it'll really help us to understand better. Mam please...! You have to do this because somewhere you have a unique capability to make us understand, it's a honour to have you as a monitor. I'm gonna knocking you unless you do it for me.. Sorry mam if I cross my boundaries."
Aniket Gupta,DIDI can we have python placement course like java and C++ . It would be very benificial as in myy college Python has started and I am very new to it
Learning Journey in The Universe,"please add this in your playlist, this is very helpful"
Neeraj Gupta,please make complete playlist on python for competitive programming.
Abhishek Gupta,Precisely well explained video. Please post a video on Python for Beginner to Advance level.
Ankit Jaiswal,Please make a beginner to advance level python course video covering all the topics required to crack any placement exam.
Raj Trendings,We want a detailed placement course on python
Vivek Pandat,in just 30 minutes of this video i learnt lots of things in python thanks apna college
Waste,"I have a doubt, 44:10

age=input(""Enter Your Age"")"
cinemascope,"Very well done. Now people who have watched it can not say they are new to programming or new to python. You have put all the basics very level for someone who wants to start with python as their first programming language. Now, the next logical step would be to teach advanced level concepts so that the course really makes sense for all. You kept is very simple and that made all of us believe that python is a right programming language to start with. A Big thumbs up from my side for the idea, teaching and for keeping it most simple yet effective ❤️"
karadhi satya,"You are given a string S of size N, and a string T of size M. You need to find the number of subsequences of S which contains any anagram of T as a subsequence. Since the answer can be large return it modulo 10^9+7."
Marketer Assadujjaman,Please continue this python series from beginner to advanced level.
Vijaysing Dobhal,Please continue python series from beginner to advanced level 👌👏
Marketer Assadujjaman,Please continue this python series from beginner to advanced level.
Aditya Suman,thanks di for this tutorial please bring tutorial video like of C++ for python... we are eagerly waiting for this course.
Sahil Singh,Please continue in this flow from beginners to advanced 1 or 2 hour per video make it sample like this video thanku
Samyak Soni,to conver input as int no need to write another line just pass the input directly as int(input()).
Vishnu Teja,"Well explained, Thank you for your efforts..."
Muhammad Irfan Raza,"Hi Shraddha, Kindly do guide, I have installed the pycharm as per shared instructions, but it's not working, it's giving a processing error. It is showing "" Invalid python SDK"" .  The SDK seems invalid. What to do about it?"
ProrammingWith Somesh,thanks didi for this course this will help a lot !! ♥
Somnath Das,"Please continue python series, and some medium level project using application of python"
A7MAN,"i am 14 yrs old and i really enjoy watching your tutorials ,thanks for such really good videos"
HARSH BHARDWAJ,"Ok that's something we really needed ❤, thx apna college."
Isha Kshatriya,"23:28 , just use comma rather than converting the ans into string again just use a (,) comma it's simple . Y are you making that code more complicated"
Skyscraper,We want next moderate programming part of Python
Chandra Sekhar,"If explained in English, it is still more useful for many other users, please think about it"
sunil choudhary,Continue this series like you do java series for placement
Dipayan Mandal,"Thanks didi, really needed it before Class XI"
Samad Khan,I want to start a career in Machine Learning. Could you plz help in this regards n specific area of phython that I need to focus on...  Hoping for a positive response from ur team..
Point Of View,We want a hole series of python language 🙏🙏🙏
Shankar Sen,Hi didi! Can you please explain by coding what is _path_ attribute in a package?
mdtauqir ansri,"thank you di for this video;
 please make  full  syllabus + advance video of DATABASE and MYSQL
Class 11, IP, CBSE"
Marketer Assadujjaman,Please continue this python series from beginner to advanced level.
Nikhil Singh,"Woow didi, aapne to itna simply python padha dala hm to shocked reh gye, sare concepts ekdum easily mujhe aa gye ek hi baar me thank you so much❤️"
Subhadeep Paul,"PLZ DIDI MAKE  ADVANCED PYTHON VIDEOS
Didi i am a HS student and this video is a very good recap for school exams 
😊😊"
Anuroop Farkya,Thank you!! You nailed it!!
Abhishek Yadav,"Di,
Notes me apne "" types of function in Java"" likha h👆🏽👆🏽
vo 👉🏽👉🏽 "" types of function in Python "" Hoga.
And Thank you for amazing 😍course"
lutfi shaban,So impressive please continue python tutorial series
Mohammed Irfan,thank you so much guys you made  it look so easy we want a video tutorial for python
Ayush Kumar,Class 11 IP Students following u. Kindly Continue this series.😃
M Kashif Mehmood,Great lecture for beginners
Anshul Chaudhary,"done didi 
i used small parenthesis in list but e=when i changed the parenthesisi to big ones, it worked"
Bibhatsu Kuiri,"i was wondering how do you guys pay your editors, instructors if you share such high quality lectures free"
Tushar Pachkudave,Thank very much to making this serie it is really helpful for me this serie increase my confidence for python
Pratiksha Ganjare,Thanks..di!...It is really useful and informative for everyone
manasa d,"please do a course on python like c++ , it will be so help full for our college students"
shivu Khot,"first = int(input(""Enter first number : ""))

second = int(input(""Enter second number : ""))

print(""----press keys for operator (+,-,*,/,%)----------"")

operator = input(""Enter operator : "")"
Harsh lakhatariya,please continue this series till advance level
rahil rizwi,ultimate teaching style............really its amazing/////
Krish Rawal,Didi pls do continue this series further....and thankyou so much for bringing up this
Marketer Assadujjaman,"Thanks, Didi. You're really great. Please continue this python series from beginner to advanced level. Take Love Didi"
Data Scientist of Life,Excellent Mam Tutorial till the time we practice kindly make advanced One..
Souvik_Official,Firstly thanks a lot for this video didi. And please didi can you make lectures on competitive programming.
harsha Kk,"Wow, amazing I am from mechanical dep 
It is easily understandable ❣❣"
Gouse,Continue python series to advance level and make 3 projects plzz that help us lot
Sarthak Nitnaware,Apna College growing so quick! Thanks to Shraddha didi! Really appreciated🔥🔥
Riddhi Mitra,"I am a student of class 9 and I am doing python since 2 years 
I als learnt Java , C++ , when I was in 6."
Abhishek jaiswal,"thank you so much Shardh di and Aman bhaiya , It is not for python,
please make a separate python course and please make two big or small projects."
Umang Jain,"Thank you, i am a medical student but i love coding and specially AI... ..."
bikash padhy,"Ma'am
Can you kindly provide notes,
I am from non coding background
Want to get into IT sector"
Screen of Mohar,Students are lucky to have a channel like this 🔥
Tejas Amrit,"plz, give a session on OOPS in python as early as possible.
thank you."
Data Scientist,This Course is like Nectar those who never write a piece of Code its Super easy Thanks to All Apna College Team..
Prashant Kumar,Make a complete series on python from beginner level to pro level.
satish Kumar,Wow mam i am mechanical student but im learing python iam typing 1st prog.code in the laptop i have no issue .i am happy my life first programm successfully😀😀
Parth Jaiswal,Didi pls elaborate all the topics in detail i am begginer and totally dependent on your videoa
TravelWithJagannath,"@shradha didi
 Please continue python series from beginner to advanced level ."
𝓡𝓲𝓱𝓪𝓷 𝓐𝓷𝓼𝓪𝓻𝓲,Please continue python series to advance 😍😍
Mansur Mughnee,please upload Advance python course  your teaching style is great
Arsh Narula,"@26:00 I my name there are 2 a, my name is Arsh Narula, so output after using name.find('a') was 6 , means it picked 1 st small a not second, is there are any method in which it should pick both"
Muhammad Saqib Shah,Outstanding!!! ❤️❤️❤️
sci-fi,please make python series...0 to advance 🙏🏻
Dr.Shailendra Kolhe,You teach in a simple language.Please continue
Amdadullah Raihan,Amazing Teacher. 👌👌
Supriya Chougule,Thanks mam for teaching Python so simply
Ayush Kumar,please make a video for data structure and algorithms in python language
Syed Rehan,You have explained in very understandable method
Gaurav Chauhan,Amazing videos!!! Thank you Shradha❤
Aneree Jasani,Can you make a video on scope in functions in python?
,Very nicely explained 👍
Mr. Unknown,You teach excellent 🤟
Maloth Prabhakar,Mam take this Python series to advance level
fire facts,Mama you are awesome I never enjoyed programming please please continue this. ( I forgot to eat while studying 😂 )
Aniket Sarkar,thanks for this video but plz make a advance series and cover everything ❤❤🙏🙏
kolxvd,"ma'am, from where can i get the notes??"
Priyesh Pandey,I really love this ❤️ I want more vedios on python
Anil Kumar Jena,"Hi.. I am in confusion. Please help me out. I have some knowledge with website content where we are supporting with domain DNS, hosting, MSSQL, MySQL databases, phpmyadmin, SSL. Now I am not pro but yet to be frequent with all this.... So should I do if I want to switch to IT... Please help me on this 🙏"
Jatish Chawla,"Thanx a lot aman bhaiya and apna college for bringing up this video , I was egerly waiting for this 😌😌"
Absent Gamer,Thank you for sharing this knowledge.
Anshul Chaudhary,"hlo didi.
@58:38 my append function is not working in pycharm what should i do?
its showing that 'tupple' object has no attribute ""append"""
Srijita Saha,Bestttt vdo . Thank youuuuuu for teaching python like this helpful way 😍😍😍 ma'am I need a vdo for aiml
RAKSHE GANESH,"Hello Madam
I have the base diploma but I am interested in IT

Should graduation be mandatory for IT?"
Shubh Jain,Please Continue this Python Series and Don't delete this
ashri das,I am not exactly a newbie ...it has been few months since I am learning python...but I still face errors where I don't understand what is the problem exactly ..but I can't even ask from my friends or even from stack overflow...
Aditya Goswami,"Thank you didi to teach us on the topic basically school didn't and on free .
Keep teaching us thank you."
Randomz,THanks for such a quick revision !
FAB CODING ♨️🖥️,mam can we use vs code instead of pycharm ?
chirag chouhan,I'm really excited to learn this language thank you so much di.love from ur bru❤️❤️
2K20\EE\186 PIYUSH,Much needed 🤩💯😇 tysm
Vineet Ahuja,Shraddha mam please update the object oriented programming in python
status,I'm waiting for this course on this channel last one years 😆🤗special thanks of Aman bhayia 🤗🤗💕💕😆
Marketer Assadujjaman,Please didi continue this python series from beginner to advanced level.
Krupa Sancheti,Thankuuu sooo much...for starting the series 😊😊
Himanshu Pandey,Please di continue this series as advance level
Achyut Kulkarni,"didi, I am learning c ++, will I use c ++?  in the future is it good to learn C++ IN 2021?? Can I work in Google or Microsoft ??

I want to be a computer science engineer|"
Sayali Surve,Amazing video ❤️
Saksham Sharma,Mam Please make a seprate video of artificial intelligence and deep learning courses
Manas Jadhav,Plz Didi continue Python series...🙏🏻
usama abrar,please make videos on python based on OOP&DS also Machine learning
Neon Youtobe,49:00 Loops--> Easy reminder to continue
Sidharth yadav,thank you for this awesome tutorial
Cool Boy,Thank u shraddha di itna acche se easy way me pura python ke basics smjhane ke lie😊😊😊😊
Soumyajit Dutta,14:16 happens to every programmer cause JAVA is love. Python is biriyani but java is like Rice and Dal
Pradyumn,Hats off 🎩 dee🙏❤
Himanshu Kumar,Plz provide SQL course it's very helpful for us.
FEROZ MOHAMMED,Please can I expect a full playlist topic wise
Gautam Kumar,"File handling , opps concepts and DBMS in part 2 please"
DEV bhardwaj (biology💝💞),Maam i think you are guido van rossum.  u explain very simply  and clear all concepts  thankyou so much 💞💝🙏
Mutayyab,Please make a full course on c sharp programming language
Nilanjan Mandal,"Hi, 

why I am getting this below error, can anyone help me "
Prashant Warghude,"please ek proper course lao
jald se jald
you are awesome🤘"
Ashmit Bansal,I AM UNABLE TO GET WHAT EXACTLY DO WE HAVE TO DO ONCE WE HAVE INSTALLED THE PYSCRIPTER ?????
Nishu Priya,Please continue python series from beginner to advanced level .
priyabashu Ambedkar,"//*make a video python in data science*//

i like your way of explanation"
star war,"please make c language tutorials too, much needed"
jeet javiya,Great video for beginners
『YT๛GAMER๛X』,Fun fact : if you don't have laptop and pc you can use TERMUX available on play store🤗
S. Ashwin,"Ma'am ,You are a very good teacher"
harshvi saini,Please also make a complete course on machine learning ☺️☺️☺️☺️☺️☝️☺️
Hardik Sikka,please make a course for python from beginner to advanced level
Sanjay reddy Sanjay reddy,"Mam instead of keeping #'s u can put """"""  For comments 3:04"
Anuran Chakraborty,Best video ever on learning python for beginners 👍👍👍👍👍😃
priyabashu Ambedkar,"//*make a video python in data science*//

i like your way of explanation"
BE UNIQUE SAMEER,Thank you 😊 mam.. u are very very good teacher
kajal mangal,mam can you pls bring a video on questions asked in interviews for python
ayush sharma,Thanks pls upload some advanced topics asap !!
78 Abdul Manan,thiis course helped my alot. i want help in machine learning and and artificial intelligence.  plz make that. thanks!
Jayanth K,Wow! Was Waiting for this ❤️🔥💥💥
Ripunjay Bora,Loved it💥💥💥
Mahadevi Sutar,"You declared 2 variables name and age and then gave/stored 2 different values in them...
Python showed the second values stored in those variables...
Ye kuch naya aaya h kya now recently ??? 
I was not aware...!! "
Santanu Deb Barman,"Didi you are great for poor students, like me. So ""O God Please bless her!🙏🙏"""
Simran'mandeep Bagga,"mam please aap kotlin and react native pe full course launch karo, please as soon as possible, i liked your teaching style very much ,, love from punjab."
YASH RAJ,Didi do the complete python course from scratch as the web development course java course you all have done ...no  crash course ..
alok sett,These is a awesome initiative.please continue didi
fire facts,mama we can also use count in [ ] this and index also
Karan Malhotra,I want you to continue python for Data Science
kalyani phadtare,"Didi please continue python beginners to advance level for us. Plzz
Thank you diii"
Nomad Bala,Woah! Your teaching is Real!!!!
Sujay Sahu,fantastic lecture
SONAL AIWALE,"Dii,, when i typed is_genius=True and print(is_genius) the answer was only True. can you please suggest me how to write boolean value that
 if true then ans should come is_genius?"
Shivam Tiwari,One day no needs to institute for students because Aman bhaiya is here .......🙏🙏
Siddharth,For AI & data science..it will be helpful
Jerry Minati,Great guys😍🔥
mohammed jafar AQiQ,python itna asan or understandable kabhi nhi lga muje. mai slow pace se padhne vala hun so i love this tutorial
Pratham CHAWLA,"hey didi u r amazing , plz  tell us from where we can do our mtech . in ai and machine learning currently pursuing btech. in ml and AI                                                                                                                                             
waiting for ur reply plz reply !!!!!!!!!!!!!!!!!!!!!!"
Devashish Paras,This video is like food . When you are hungry from last 1 Year 😂😂 Thank U  So Much Shradha Di ❤
Master Gamer,"Di plz continue Python series ,this video  was very helpful .."
Maidul Islam,Hello mam... Which one is best book for python programming languages.
Kavita Negi,thanku so much mam.....plzz make full course of python
510718045 Abhishek_Agarwal,can u please upload lectures on ML and AI
Sneha Mane,Thankyou so much Aman sir and Didi ❤️🙌🏻
Debapriyo Ray,"nice video, do you have one for django ?"
Anil shrestha,Make a series on python using vs code
