author,comment
Nicetomeetu Gaming,"The way you teach is simply amazing, love you man <3"
Complex,Plz continue these type of videos which help us understand the concepts.🙏🙏🙏
Saurabh Khandelwal,Awesome bhai ! Loved your presentation and energy . Well explained ! All the best for a great future
devacius the one above all,"only youtuber who is not focused only on cp,but helps developers too . Great work sir!!!"
Victor Novorski,"API:
A interpreting link between 2 different companies/ community etc,."
طالبِ علم,"Harris bhai, jazak Allah bro, you're providing these knowledge free, may Allah give you All happiness ❤"
Saurabh Sharma,"Now that you've started java, will you please do spring framework"
Keyur Bhogayata,I really like your educational videos. You really make it easy for us to understand.
muhammad atif,"Amazing ....
Great method of Teaching 💞"
Rudranil Sadhukhan,Sir can I use API technology on other purposes ??.. please reply .. 🙏🏻🔥
Manpreet Singh,"Harry bhai you're like a godsend man to me, love you bhai💜💙💚💛.
I got to learn so much from you."
Karan Singh Solanki,"Loved this video, pehli baar API smjh aayi h thankyou so much Harry bhai... By the way I'm learning and enjoying your Python Lectures to do job in Django, pr kabhi kbhi sunne me aata h ki Django is not that popular in India, so if y want a career in Python, learn Data Science, AI, ML etc. Please tell me reality on this Harry sir, Thankyou so much, Love from Jodhpur, Rajasthan 😍😍♥️"
Aryan shrivastava,You're awesome brother 👍 very helpful for beginners 🙏🙏
Mathwithpri,Really great work sir no one can provide a good knowledge like you.
Rhutvika Ekbote,The way you explain is very good .. like its  easy to understand things from real world examples
Bhagyesh Bhavasar,"Try to make some lectures on Linux / OS Base coding. (Kernel Level Programming, RTOS Coding etc.)"
Abhisek Upadhaya,Make a complete tutorial on React JS and React Native.
Salman Khan,Very good and clear explanation Harry. Thank you very much bro!
Sai Mishra,I was just thinking about this and Code With Harry brought it. I just love this channel. Thank you Code With Harry❤
Shuvam BC,The most simplest explanation of API which I have learned and understood for You Harry Bhai .
Easy Science,Thank you brother it was a doubt for me for a long time... Thank you very much 💗💗💗
Akash Makde,You are  a very good teacher. You communication skills and knowledge is indepth.
Anubhav Madhav,"I really love your style and way of teaching, bhaiya! 💖✨🙏💯"
Atul,you have collected so much knowledge and information in it field... brilliant sir
Achyut Srivastava,11:49 API is like a brother who helps you in doing mischieves and than complains to your parents.
Kumar H Patel,"i see 156 Dislikes..... how can anyone dislike such elementary level guidance. 
Super Harry !!!"
Mateen,"Thank you so much bro for such a good beautiful explanation, you cleared everything about API, keep up the good work bro :)"
Pctech Computers,Hi can you provide 1-on-1 training for API development?
suman pokhrel,"Can you make a short video for python project tutorial , that implements the concepts of API, it would really be helpful.,
And thank for the video, it was helpful."
incessant toil,Sir please make more such..videos..practical things...(real knowledge) 😇
Dark code,Sir Teach Maths For programmer.
Sumaiya Safdar,"Thank you so much for such informative vedio!!! It is a request harry bhai, make such informative vedios on small topics and basics of technology and software like various things like cloud, database, Microservices, virtual machine, Containers ,and many more things.. Also it is a request make a detailed vedio on how to solve issues in open source contribution in web dev field. Thank you bhai"
KOUSHIK S ECE3B,"you are the best sir, i love your way of teaching. no body can match you"
Isha C,"Haryyy YOU ARE DOING A GREAAATTTTTT JOB!!!

Totally loving your videos!!!!!!!!!
Please keep going!! Full support to your channel!!"
Arunesh Sharma,Respect for ur hard work..U r torch bearer for small town youths of India..
Zakia Naaz,Thanks for your awesome explanation 😊
Abdulla Khan,You're very best teacher in my life❤️❤️❤️❤️❤️
Abhishek Jhanji,"Best tutorial on ""What is an API""..
Harry Rocks again..🤘🤘"
Ankit Shaw,"Bhaiya ""will you ever make a Personal video about your Journey/life ""?
After Hitting the 1 million mark u should make one"
shishir kumar,"Harry can you make one video on handling stress, when you are working as a developer."
Master Mind,Please make a full tutorial for Django Rest Framework for build API 😊
Mediation and Health,"Sir, I salute🙂 🧐u how could  do you  this fabulous explanation 🤩"
Your English guider,Thank you harry to providing quality of education.
Ammar Koka,Bro please make a series of projects with python 🔥👍💯
Vaibhav Singh,Your YouTube channel is growing really really fast.
Anurag Dev,What an outstanding and lucid explanation for API.......Hats off
Parveen Sharma,"Harry, this is great. Just discovered this video. :) Keep up the good work."
Karan Joshi,"Explain API in detail. Like how to integrate, Types, Programming with api,etc."
Eshank Awasthi,Superr simple explanation of a complicated topic..loved it !!
Akshaykumar Parmar,Excellent way to teach API (generally Programming).
Saurabh Chowdhari,Next make tutorial of API programming with python.
Rigved Sanku,"Thanks for the explanation, you have a knack really fun and easy way to explain things!
Gg"
vyom veerudh,"So, bottom line
API 
Is an authentication key
That enables"
Abhishek Singh,"Harry Bhai so so Thank-you to You 
I got a Job by Watching Your Videos only.
You are doing a Great thing by Providing such Informative and Usefull Videos to us without any Fee ! "
Harish Kumar,"great presentation, easy to understand for a not tech guy"
Sahil Bhardwaj,Sir what about the integrity and consistency .. if someone selected the seat on paytm and again at the same time someone selected the same on Amazon ?
Janhvi gupta,Omg! I'm laughing so hard at BOOKWAI and that also at 2.07 am. Hahaha!!! Best teacher.
Deepanshu Aggarwal,"Hello Harry, thanks for video. Please make a video on how to complete API coding round where company share API guidelines in doc. How  to share code with them through git or something else ?"
Sagar Lonkar,Yesterday I was thinking about what API is and you made a video.........op 😍😍😍❤️❤️❤️
Ashutosh Sagar,Like your work... This way of yours explaining in desi language is amazing and appreciable... continue this..
Vinayak Gupta,Most passionate teacher I have ever seen
Gurpreet Singh,You understand the nerve of Indians :) and honestly this is how we used try to understand in engineering and in real time we shall make everyone understand like this :)
Gaurav kumar,Thank u so much for such an easy explanation 🙏
Chaitanya M,Sir could you make a dedicated video for  learning AI/ML from scratch plz??
NIKHIL KUMAR,He is the only one who make me a coding lover
Itu Mandal,Very well explained. After so many videos this is the till date best videos on API @CodeWithHarry
Atul,"Really nice Explanation with good examples ..
:D"
Shrestha Ambastha,"hi harry 
i think you should make a shorts video on news api and weather api that you told in the video , it will be really helpful"
Integer,Came first time and Liked the vedio- harry baba explained the things in a very simple way .keep going .
Hemant शिवलकर,Harry's Tech information is Onepiece
Astronaut,"You R Masiha Of All Indian CS Students. 
We R Nothing Without U
Bro One Reply. I'm Am Ur Big Fan."
cha cha,"thanks a lot , u explain really well , actually you make it look like lot of fun, so big thansk :) i hope u ll do AZURE or AWS or google cloud one day .."
Manpreet Singh,Harry bhai must make playlist of used math in computer 🙏🏻
Sourav Singha,Awesome bro...very funny teaching 🔥❤️
Sparsh Vardhan 219,"Harry, let's take example of a user who is using Amazon to book a flight seat from INDIGO for travelling, so does the Amazon have only one API Key to establish connection with the API of INDIGO or Amazon gets different API Keys every time when it is connected with the API of INDIGO and if it is the case then is it the INDIGO who gives different API Keys to Amazon or if not then who provides it?"
wasif,What is the difference between Web API vs REST API?
Shailesh Bisht,"Now I am student, and when I get a job first think I will do is, join your channel....and also try to meet you...."
sahil kapoor,Please make a series of Restful API development using java(Spring or any other framework)
Pranav M,"Hope that harry creates a discord server
For all us"
Rohit Raj,Aptly explained in simple words and with relevant examples.
Ayushi Shinde,Can you also make a video to explain SQL queries?
wasif,What is the difference between Web API vs REST API?
Combardus,"Thank you. Very helpful, easily understood everything."
Bhuwan Tripathi,Kindly also provide API project link which you have done for Whether forcast and News reporting
Abhimanyu Sharma,8:48 maja aagaya what an explanation ! <3
Sushant Patil,Perfectly Explained !!! :)
Rohan Jadhav,Hey Hi Harry.. Please Make A Complete API Series Tutorials For Beginners To Advance.
Sheikh miss,awesome explanation thank you sooooo much love the energy as well
shivam parihar,"Thanks sir for all these videos you have made this far🙂.
These video really help me💻👩‍💻."
Jatil Yadav,Beautiful explaination sir. . 👏👏
Piyush Pranjal,"""ye seat bookwai"" - ""wo seat bookwai"". I am laughing for at least 5 min harry bhai. 😂😂😂😂"
Fatin Fuad,"you are the best guy bro
who taught us everything so clearly"
Jagjit Singh,You are a very good teacher. Thank you.
Naveed Khan,Very well explained. Thanks for your effort
Tanmoy Sarkar,"HARRY bhai, You may don't know how AWESOME you ARE to understand ANYTHING to anyone."
Dheeraj Godara,"Your Teaching Way Awesome Bro 👌👌👌👌
learning a lot from your videos... 👨‍💻👨‍💻"
Varun Nova,"I hope aap samajh gaye ho? 
Arey itne acche se samajhaya ki main khud ki API bana lu! Keep it up."
Nepal Code Challenge,I relly love ur teaching style. Thank u sir n keep going.
GameXD,"Harry Bhai !!! APKO Programing Ki Kasam Aap Please ""C++ ka Course"" Pura complete Karvado"
Amit Kumar,"Great information sir, I always satisfy to your knowledge, When I see your video any topic then I will never see another video 
Thanks a lot"
Assad Khoja,Harry you are the only one youtuber jisay mein orignal playback speed pr dekhta hun .. Love from Pakistan. Keep it up bro You are really adding value in our coding journey..
Niraj Chavan,Wow...this is really well explained API concept.
Deepak Rathod,You Always nail it❤️👍
Moulali Basha,"very well said, understood the concept at a first glance..kudos"
Rahul Bhatt,Really sir today we're using this in Google!!
Sai Jadhav,Nice explanation finally I understood the concept
Sushil Kumar,Awesome way of making your subscriber to understand your content !!!
NEERAJ KATHERIYA,Sir your experience and explanation about is very good and u r a one of best teachers
Prateek,wow bro.. awesome explanation 🔥🔥💪
Tech Learners,"Thanks bhai , you cleared my all doubts according to this topic"
Rajat Gupta Super Coder,Those who want Python AI playlist like below
Vikas Saini,"Thanks , for making it so simple."
Satbir Singh,Wow explained in so simple way 🎉🎉
Priyesh Mahajan,Really sir you have explain API in the best way possible and i think no one can explain in this way thank you
The Tanmay Singh,Well Explained. The way you explain is too good.
Vibha Kumari,"Wow ! Thank you so much sir for this vedio, by your vedio it becomes  simple to understand."
Nilanjan Dutta,watching what is an api on the day before my dbms exam😂😂😂
Shivam Verma,"Very nicely explained Sir, thanks."
Just Fun,Mein API k barey mein hi search kr raha tha pichley 3 din se or ap ne Video hi bana di. Love From Pakistan
Parwa Agrawal,Harry bhai is a best tech explainer.🔥🔥
Shubh Gopani,Explained very well🙌
Ajay Bhojwani,I m CA student belive me You r best tutors you can teach EIS sub
Diwan paritosh Joshi,Thanks my big brother 👍👍👍 love u n thanks for this knowledge ❤️❤️❤️
Farman Khan,Amazing explaination😊
Sanjay Singh Star,"""Life is shorting""
""Girlfriend is nothing'
""Parents are motivation""
Support is everything that I need 😭🖤"
Mohsin Sangram,Bro you are Awesome the way you explained is just Excellent .....👌👌
Tech-Learning,Excellent explanation 👌
Rizwan Saleem,"sir, please make a series of blockhain developer including solidity... would be grateful"
Ayush Gupta,"Should we learn flask for creating restful Apis? Is learning flask is enough? Can we integrate ML, Deep learning from flask apis?"
Ashishpal Singh,"Very nice video Sir, I am research student at UNBC  how can I contact u want to discuss something!"
Prashant Ingale,"2:43 add new word to your Hinglish vocabulary ""BookWayi"""
Siddharth Dedhia,"Bro you do an amazing job , god bless you"
Rahul jain,Please make a playlist on angular 🙏
Monis Shaikh,Bro what about REST and SOAP in APIs???
Prince.,sir this video was really very helpful in making me understand what is the use of API
Bibek Subedi,I used Socket API in Networking. Thanks for information
Ankur Singer,Only true fans of harry sir knows he loves paneer masala😅😅
blueface,Harry bhai your channel is blowing up these days.. 1 million soon 🎊🎊
Code With Parth,today the thumbnail was in desi style !
Mathwithpri,I have seen almost all your videos because I want to become a full stack developer. Can you guide me the actual route as I am in third year of computer science.
Yogi_7,What a 💪 powerful explanation about API.
Sanat Basak,"Sir, very good explanation. 😉"
DHRUV ARORA,"😂😂❤❤Best One Dude. Now I understood API.
Thank You So Much"
Prateek Rathore,"Create public and private key.
Expose the data to outer world. 
Give specific port and authorisation. 
Setup network protocol (ftp sftp scp)"
Atharv Kumar,"7:23 Malik aaram kar rahe hain 😅 , bhaiya Maja aa gaya, yahi video chahiye thi, Dhanyawad.👍🙏"
Jasopa Kisan,"Best teacher after 1 year.
Best teacher in the world."
Yash Gajewar,Most clear explanation ever thank you sir
Ashish Takalkar,You are really legend. I am really lucky to find you on YouTube 👍👍👍👍
V D,"Honestly, you deserve million subscribers"
Sandip Sandal,"sir, create some video series in REST API in .NET CORE using c# in visual studio, please."
Cyber Nation Study,API:तो साला दलाल निकला📌😅
Atif Iqbal,Thanks a lot for really Nice simple examples😍😍😍😘😘😘
ANKIT MOHAPATRA 261\20,"THANKYOU FOR THIS,SIR BEST EXPLANATION."
Shakir Ali,Well explained 👏
Pushpa Kumari,Thanks....your lectures are just awesome.
Abhi Gowda,Finally I found a guy who can explain rocket science just like Maggie recipe.🙏🙏
Dhyey Patel,"rare thing happen today, what?
ans: harry sir in shirt"
Faisal Shamraiz,Bestest Teacher ❤️
D R,Just stopped html course after receiving your notification 😁😁😂
Love for data,Please make a detailed video on API utilization.
Murali N,How much programming knowledge (coding) required for software automation testing
JIGNESH PATEL,Very well explained Bhai. Thank you so much!
GameTime With Aryan,"Amazing Video Editing
Loved It ❤❤❤"
Padmini Tiwari,"Nice video, add c# lessons also please."
Soumik Hazra,4:11 hacker use YouTube videos😂😂😂🤣🤣🤣
Sk Selim,Sir you are great !    ❤️❤️❤️
FunFxt,1.11m congratulations Harry bro❤️
Rahul Roy,Plzz start series of maths for competitive programming
Pradeep Chauhan,"Thanx for such dedication for your youtube family(us) , lots off editing done for video look more Interactive."
kishor masid,"Hello sir, please make a video on 'E-commerce store making full tutorial'.
Please sir..
I want to start a E-commerce store, 
Ap bohot acche se samjha te hai,issi liye bola❤️"
Anurag Mitra,Tomorrow is my maths and computer exam. But I am still watching this 😂😂😂🤭🤭🤭
Shoubhik Sengupta,Loved the explanation!!!
Hassan Usman,Smartly explained Harry!
Syeda Anam,Thank u so much for this awsm tutorial 😁
Prateek Gupta,Very very well explained. Thanks a lot
Ariful Islam,How simply you describe complicated things!
Priyanshu Khare,"Harry bhaiya, aapko pehli baar dekha Shirt pehne hue 😅😅🤣🤣🤣"
Bhagbati Nayak,Nicely explained. Thank you.
Tejas Gupta Music YT,2:45 - bookwyi 😂😂
Vivek Singh,This is I really needed thank you bro.😍
Brijesh vishwakarma,How secure are these API keys? What will happen if the API key provided by Indigo to Amazon is stolen by third person?
RAI DIGITAL,Thank you so much sir ❤
Nasik Sami,Bhai itne acche se easy tarike se koin kabhi nehi samjhaya ye sab. Thanks a lot! The real-life examples are so good and everyone can relate! Respect from a learner from BD.
KARRU RAMESH,"Bro , can you make a API development course"
Hr-Lyrics,I come from c++... He look completely different!!!
hir thakkar,"ERROR Error: Uncaught (in promise): Error: Angular JIT compilation failed: '@angular/compiler' not loaded!
  - JIT compilation is discouraged for production use-cases! Consider AOT mode instead.
  - Did you bootstrap using '@angular/platform-browser-dynamic' or '@angular/platform-server'?"
Guruprasad sali,"love you brother , excellent teaching skills"
Puja Mehta,Can we learn Javascript without HTML and CSS
ashish wali,"very nice in easy words, understood. Thank you"
Deependra Thakur,Sir I have a one question can I learn full stack developer course in hindi and  will be able  to get a decent job
Meditation Music - Z,i love u harry from rayalseema region.
Prakash Paramanick,your demostrations are owsom I just enjoy those thanks for sharing such kind of contents
Aman Krp,"Bro you work is showing in your editing . Video is another speed but voice in perfect speed, love your work."
utkarsh shrivastava,Sir wanted to ask whether a c code can be ran on note pad??
Noise and Sound,Has anyone noticed that Harry is so passionate about teaching us the topic that he forgot to fold both of his sleeves xD Respect Man !
Shubham Nayak,Ex: amazon fetch ticket details of indigo using API....also book ticket using API and send user data Seat no username and own api_id in post or json format...so api store data in Indigo  db
Khizer Khan,"4:56 I was expecting ""nikal lwde"" from him🤣🤣"
Hardik Verma,Thank you harry sir ❣️
Gamer: HarshitPant,"04:56 
chakeedar be like: Pahli fursat mai nikal"
First Step educational,"At 2:00..""mai amezon nahi leke baitha hua!"".....
You are more than amezon to all of us dude... Really apriciate your hard work and...talant 👍.. Amzon needs you... ✌️"
Mehak Khatter,Best explanation so far!!!
Harshal Sambare,Sir please make a video Series on Angular 9 io by using Visual studio Code...I am excited to watch your video series on Angular..
Debojit Acharjee,here you are talking about the access token but not exactly about the API. You didn't explain how it helps in programing/coding. Can you tell API use in C/C++ and I also want to know what is the difference between a framework and runtime.
67_Pratip Chakraborty,Sir plz make video on system design and compiler design
Madhav Nandwani,4:56 get out 🤣
Dev Roy,Very clear explanation. Thanks
praveenkumar singh,I love your lecture Harry bhai ❤️
Puja Mehta,Please share the link for complete python and java script coding tutorials.
Yogesh Bawane,Continue the good work bro👍
Muhammad Talha,Haris please make a lecture on API testing.
Vinayak,"Harry Bhai Thand A gayi 😂
Aj to akdam thand pack 🔥😂
Physics class chod ke aya hu 😏😌😌😰😰😰😂😂😂🔥🔥"
Raushan Kumar,"Today i went resturant and accidentally called API instead of Waiter 🤪, Just harry bhai things, thanks man to make everything so smooth to understand."
Sarika Rana,Very nicely explained in true ‘Desi Way’.
Itu Mandal,Can you make full tutorial videos on API from scratch to pro.
SANKIT,Nice lecture your voice and knowledge brings us here
Kiran Biswas,Bhai you are very helpful for us and some of us want to know more about Ecommerce app pls make a video for that's
Sohel Khan,Make full detailed videos on Oracle cloud infrastructure OCI
Wajiha Hanif,thank you sir for your dedication.
Daily news,you are great harry. You are god for students
Mini Jauhari,The way of ur teaching is hilarious 😍awsm...
DIVAKAR KUMAR JHA,sir can you make complete tutorial on API or if you have any pdf please share with me.I need it.
MOHD ASHRAF,informative and understanding explanation
Vishnu Mishra,You are god for software engineering students
SJ,That Airline example is just amazing!
KOF ALLSTAR JP,"Rocking HarrY, Love from BangladesH.... you do know how to teach. Thanks Bro."
Mask Web,Thank you so much sir ☺️🙏
Kapil Choudhary,"You give an example of IndiGo. 
So it's Indigo's  API that provide authentication ? Or there are some other third party API ?"
Muhammad Basit,"Your method of teaching is best 
My teachers did not teach me in this  beautiful manner"
Sean,Thank you Harry paaji from City that never sleeps!!!! Love watching your videos.
Financial freedom,Brother you are doing very good work. keep it up
Solo,Make a whole series on APIs
delwar delwar,One of the most underrated youtuber
np,"15K likes and only 253 dislike ,power of harry vai"
Ashish Kumar,Amazing style... understood API
Arshan Gouri,This man is from heaven
Fiza Waseem,best video among all. this video is lifesaver.please make more videos in desi version to understand Rest api integration with .net....please
7490 Harsh Metkar,"What a Timing Bhai, mai kal hi API ke bare mai Google kar raha tha and aaj aapka video aa gaya. Great ✌🏻✌🏻 or aapki Python ki Play list bahot hi badhiya hai recently hi start kiya hai.
Thank you for your efforts ✌🏻✌🏻✌🏻"
You Tube,Thank you so much sir 😊
Skill F,"API is like a waiter. 



You order it something, and it will bring that thing to your table."
Sadaf Shaikh,Thanks for such an amazing video
Kowsar Rahman Sadit,Please make a playlist on API.
Madhav Kadam,"very Nice teaching , thanks sir"
Adiba Siddiqui,Worth watching this video ❣️Thanku
Muzammil Khan,I love you brother you are doing charity❤️❤️❤️❤️🔥
Sathe technical,bahut sahi bhai ...such an epic comedy with appropriate knowledge..thank you DADA
Neeraj kumar,"wow, beautifully explained.."
pooja sahani,Lovely explained 😻😻😻
Kadamati venkatasai,"Greeting sir , I as a student want to know how to earn a good sum enough to individualize myself by coding and freelancing"
Dinesh Garig,Harry Bhai Is the best teacher in whole world
Harsh Thakur,"Harry bhai you are about to hit 1 million 
❣️"
Anand Athawale,No time pass straight to the topic it should be on trending
Harsh Tomar,HARRY IS HIMSELF AN EXAMPLE OF API
Blessed Tuber,Well explained Harry bhai 🔥🔥
Tejeshwar Parmar,Super video! I applauded for $2.00 👏
Tarun Sharma,a great teacher and a great actor:):):):)
Shivani Tiwari,"Sir ,also make video what is web service and webservice vs API"
Farhan Sarguroh,He acted as an api key way better than bollywood actors😂
abhay raj,No one can tech like this sir you are great
Akash Chouhan,Harry bhai  ...real  me ap jesa teacher aagr pahle mila hota to  ..aag laga detaa 💥
COMPUTANTRA CYBER SOLUTION,Very nice explanation...Good work....Wishes from ComputantraCyberSolution
MeCool,perfect explanation!!
Aniket Mohod,"Congratulations for 1M subscribers 🥳, 
You look like a Govinda😅"
Electronics Curiosities,Nice video and understanding 👍💓
Train &Travel Freak,This channel is more worthy than the colleges
AARIF ALI CHAUHAN,"Your Wording is Unique and Awesome Dude ""Bookwai"""
Aman Kanojiya,Great Explaination Sir
Raghav Vashistha,You are the best Harry Bhai!!
Umesh Sharma,"Sir, I want to use google account login api in my website. Please make a complete video on it."
Good knowledge,So much love for harry bhai from Pakistan ......Khush raho hamesha bhai Always valuable video 💖
Prateek Jaiswal,Palak paneer example was awesome sir🍱🍱🍲💙💙💙👍👍😊😎😎🌟🌟🙏🙏
Webrpoint,Just wow explanation 👌
Rustle Jack,HEARTLY respect from Pakistan 👍
Shravani Khopade,Nice explanation 👌👍
Afaque Jaan,Love New Style ❤😂
Anurag Tyagi,When God comes to help poor students !
Noman Shaikh Ali,Kindly make tutorials on Node.js
Pushpa Jha,Sir your teaching is best.
SUNIL KUMAR Singh,Very nice.Great understanding .
Samir Khan,Harry Bhai Ki Acting Jhaksss 😁😁😁👍
HARISH KUMAR,wonderful harry
Tanay Chaudhari,"Bahut badhiya!

Saral aur ekdum saaf dhangg se pure vistaar se samjhaaya... :)"
Asu Beats,food ordering example was epic.
Aarti Sharma,sir make complete series of REST API.
